ID,Hour,value
p2881,179,0.0
p2882,179,0.0
p2883,179,0.0
p2884,179,0.0
p2885,179,0.0
p2886,179,0.0
p2887,179,0.0
p2888,179,0.0
p2889,179,0.0
p2890,179,0.0
p2891,179,0.0
p2892,179,0.0
p2893,179,0.0
p2894,179,0.0
p2895,179,0.0
p2896,179,0.0
p2897,179,0.0
p2898,179,0.0
p2899,179,0.0
p2900,179,0.0
p2901,179,0.0
p2902,179,0.0
p2903,179,0.0
p2904,179,0.0
p2905,179,0.0
p2906,179,0.0
p2907,179,0.0
p2908,179,0.0
p2909,179,0.0
p2910,179,0.0
p2911,179,0.0
p2912,179,0.0
p2913,179,0.0
p2914,179,0.0
p2915,179,0.0
p2916,179,0.0
p2917,179,0.0
p2918,179,0.0
p2919,179,0.0
p2920,179,0.0
p2921,179,0.0
p2922,179,0.0
p2923,179,0.0
p2924,179,0.0
p2925,179,0.0
p2926,179,0.0
p2927,179,0.0
p2928,179,0.0
p2929,179,0.0
p2930,179,0.0344
p2931,179,0.0
p2932,179,0.0
p2933,179,0.0
p2934,179,0.0
p2935,179,0.0
p2936,179,0.0
p2937,179,0.0
p2938,179,0.0
p2939,179,0.0
p2940,179,0.0
p2941,179,0.0
p2942,179,0.0
p2943,179,0.0
p2944,179,0.0
p2945,179,0.0
p2946,179,0.0
p2947,179,0.0
p2948,179,0.0
p2949,179,0.0
p2950,179,0.0
p2951,179,0.0
p2952,179,0.0
p2953,179,0.0
p2954,179,0.0
p2955,179,0.0
p2956,179,0.0
p2957,179,0.0
p2958,179,0.0
p2959,179,0.0
p2960,179,0.0
p2961,179,0.0162
p2962,179,0.0
p2963,179,0.0
p2964,179,0.0
p2965,179,0.0
p2966,179,0.0075
p2967,179,0.0
p2968,179,0.0
p2969,179,0.0
p2970,179,0.0
p2971,179,0.0
p2972,179,0.0025
p2973,179,0.01056
p2974,179,0.0171
p2975,179,0.0
p2976,179,0.0
p2977,179,0.0
p2978,179,0.0
p2979,179,0.0
p2980,179,0.0
p2981,179,0.0
p2982,179,0.0
p2983,179,0.0
p2984,179,0.0
p2985,179,0.0
p2986,179,0.0
p2987,179,0.0
p2988,179,0.0
p2989,179,0.0
p2990,179,0.0
p2991,179,0.0
p2992,179,0.0
p2993,179,0.0
p2994,179,0.0
p2995,179,0.0
p2996,179,0.0
p2997,179,0.0077
p2998,179,0.0
p2999,179,0.0
p3000,179,0.004
p3001,179,0.0
p3002,179,0.0
p3003,179,0.0
p3004,179,0.0
p3005,179,0.0
p3006,179,0.0
p3007,179,0.0
p3008,179,0.0
p3009,179,0.0
p3010,179,0.01539
p3011,179,0.0
p3012,179,0.0
p3013,179,0.0
p3014,179,0.0
p3015,179,0.0
p3016,179,0.0
p3017,179,0.0142
p3018,179,0.0028
p3019,179,0.0
p3020,179,0.0
p3021,179,0.02
p3022,179,0.0
p3023,179,0.0
p3024,179,0.01
p3025,179,0.0
p3026,179,0.0
p3027,179,0.0
p3028,179,0.0
p3029,179,0.0094
p3030,179,0.0
p3031,179,0.0
p3032,179,0.0
p3033,179,0.0495
p3034,179,0.0
p3035,179,0.0116
p3036,179,0.0176
p3037,179,0.0
p3038,179,0.0
p3039,179,0.02478
p3040,179,0.0
p3041,179,0.0
p3042,179,0.0
p3043,179,0.0
p3044,179,0.0
p3045,179,0.1026
p3046,179,0.0
p3047,179,0.0
p3048,179,0.0
p3049,179,0.0
p3050,179,0.0
p3051,179,0.0
p3052,179,0.0
p3053,179,0.0
p3054,179,0.0
p3055,179,0.0
p3056,179,0.0
p3057,179,0.0
p3058,179,0.0
p168,180,0.0
p176,180,0.0
p177,180,0.0
p185,180,0.0
p190,180,0.0
p191,180,0.0
p192,180,0.0
p193,180,0.0
p194,180,0.0
p195,180,0.0
p198,180,0.0
p199,180,0.0
p202,180,0.0
p205,180,0.0
p212,180,0.0
p213,180,0.0
p219,180,0.0
p220,180,0.0
p221,180,0.0
p222,180,0.0
p223,180,0.0
p224,180,0.0
p271,180,0.0
p278,180,0.0
p282,180,0.0
p285,180,0.0
p2752,180,0.0
p2753,180,0.0
p2754,180,0.0
p2755,180,0.0
p2756,180,0.0
p2757,180,0.0
p2758,180,0.0
p2759,180,0.0
p2760,180,0.0
p2761,180,0.05176
p2762,180,0.0
p2763,180,0.0
p2764,180,0.0365
p2765,180,0.0144
p2766,180,0.0
p2767,180,0.0
p2768,180,0.0
p2769,180,0.0
p2770,180,0.0
p2771,180,0.0
p2772,180,0.0
p2773,180,0.0
p2774,180,0.0
p2775,180,0.0
p2776,180,0.0
p2777,180,0.0
p2778,180,0.0
p2779,180,0.0
p2780,180,0.0
p2781,180,0.0386
p2782,180,0.0
p2783,180,0.0
p2784,180,0.0
p2785,180,0.0
p2786,180,0.0
p2787,180,0.0
p2788,180,0.0
p2789,180,0.0
p2790,180,0.0
p2791,180,0.0
p2792,180,0.01056
p2793,180,0.0
p2794,180,0.0
p2795,180,0.0
p2796,180,0.0
p2797,180,0.015
p2798,180,0.0
p2799,180,0.0
p2800,180,0.02095
p2801,180,0.0
p2802,180,0.0
p2803,180,0.0
p2804,180,0.0569
p2805,180,0.0
p2806,180,0.0
p2807,180,0.011
p2808,180,0.0
p2809,180,0.0
p2810,180,0.0
p2811,180,0.0
p2812,180,0.0
p2813,180,0.0
p2814,180,0.0
p2815,180,0.0
p2816,180,0.0
p2817,180,0.0
p2818,180,0.0
p2819,180,0.0
p2820,180,0.0
p2821,180,0.0
p2822,180,0.0
p2823,180,0.0
p2824,180,0.0
p2825,180,0.0
p2826,180,0.0
p2827,180,0.0
p2828,180,0.0
p2829,180,0.0
p2830,180,0.0
p2831,180,0.0
p2832,180,0.0
p2833,180,0.0
p2834,180,0.0
p2835,180,0.0
p2836,180,0.0
p2837,180,0.0
p2838,180,0.0
p2839,180,0.0
p2840,180,0.0
p2841,180,0.0
p2842,180,0.0
p2843,180,0.0
p2844,180,0.0
p2845,180,0.0
p2846,180,0.0
p2847,180,0.0
p2848,180,0.0
p2849,180,0.0
p2850,180,0.0
p2851,180,0.0
p2852,180,0.0
p2853,180,0.0
p2854,180,0.0
p2855,180,0.0
p2856,180,0.0
p2857,180,0.0
p2858,180,0.0
p2859,180,0.0022
p2860,180,0.0
p2861,180,0.0
p2862,180,0.0
p2863,180,0.0
p2864,180,0.0
p2865,180,0.0
p2866,180,0.0
p2867,180,0.0
p2868,180,0.0
p2869,180,0.0
p2870,180,0.0
p2871,180,0.0
p2872,180,0.0
p2873,180,0.0
p2874,180,0.0
p2875,180,0.0
p2876,180,0.0
p2877,180,0.0
p2878,180,0.0
p2879,180,0.0
p2880,180,0.0
p2881,180,0.0
p2882,180,0.0
p2883,180,0.0
p2884,180,0.0
p2885,180,0.0
p2886,180,0.0
p2887,180,0.0
p2888,180,0.0
p2889,180,0.0
p2890,180,0.0
p2891,180,0.0
p2892,180,0.0
p2893,180,0.0
p2894,180,0.0
p2895,180,0.0
p2896,180,0.0
p2897,180,0.0
p2898,180,0.0
p2899,180,0.0
p2900,180,0.0
p2901,180,0.0
p2902,180,0.0
p2903,180,0.0
p2904,180,0.0
p2905,180,0.0
p2906,180,0.0
p2907,180,0.0
p2908,180,0.0
p2909,180,0.0
p2910,180,0.0
p2911,180,0.0
p2912,180,0.0
p2913,180,0.0
p2914,180,0.0
p2915,180,0.0
p2916,180,0.0
p2917,180,0.0
p2918,180,0.0
p2919,180,0.0
p2920,180,0.0
p2921,180,0.0
p2922,180,0.0
p2923,180,0.0
p2924,180,0.0
p2925,180,0.0
p2926,180,0.0
p2927,180,0.0
p2928,180,0.0
p2929,180,0.0
p2930,180,0.0344
p2931,180,0.0
p2932,180,0.0
p2933,180,0.0
p2934,180,0.0
p2935,180,0.0
p2936,180,0.0
p2937,180,0.0
p2938,180,0.0
p2939,180,0.0
p2940,180,0.0
p2941,180,0.0
p2942,180,0.0
p2943,180,0.0
p2944,180,0.0
p2945,180,0.0
p2946,180,0.0
p2947,180,0.0
p2948,180,0.0
p2949,180,0.0
p2950,180,0.0
p2951,180,0.0
p2952,180,0.0
p2953,180,0.0
p2954,180,0.0
p2955,180,0.0
p2956,180,0.0
p2957,180,0.0
p2958,180,0.0
p2959,180,0.0
p2960,180,0.0
p2961,180,0.0162
p2962,180,0.0
p2963,180,0.0
p2964,180,0.0
p2965,180,0.0
p2966,180,0.0075
p2967,180,0.0
p2968,180,0.0
p2969,180,0.0
p2970,180,0.0
p2971,180,0.0
p2972,180,0.0025
p2973,180,0.01056
p2974,180,0.017100000000000018
p2975,180,0.0
p2976,180,0.0
p2977,180,0.0
p2978,180,0.0
p2979,180,0.0
p2980,180,0.0
p2981,180,0.0
p2982,180,0.0
p2983,180,0.0
p2984,180,0.0
p2985,180,0.0
p2986,180,0.0
p2987,180,0.0
p2988,180,0.0
p2989,180,0.0
p2990,180,0.0
p2991,180,0.0
p2992,180,0.0
p2993,180,0.0
p2994,180,0.0
p2995,180,0.0
p2996,180,0.0
p2997,180,0.0077
p2998,180,0.0
p2999,180,0.0
p3000,180,0.004
p3001,180,0.0
p3002,180,0.0
p3003,180,0.0
p3004,180,0.0
p3005,180,0.0
p3006,180,0.0
p3007,180,0.0
p3008,180,0.0
p3009,180,0.0
p3010,180,0.01539
p3011,180,0.0
p3012,180,0.0
p3013,180,0.0
p3014,180,0.0
p3015,180,0.0
p3016,180,0.0
p3017,180,0.0142
p3018,180,0.0028
p3019,180,0.0
p3020,180,0.0
p3021,180,0.02
p3022,180,0.0
p3023,180,0.0
p3024,180,0.01
p3025,180,0.0
p3026,180,0.0
p3027,180,0.0
p3028,180,0.0
p3029,180,0.0094
p3030,180,0.0
p3031,180,0.0
p3032,180,0.0
p3033,180,0.0495
p3034,180,0.0
p3035,180,0.0116
p3036,180,0.0176
p3037,180,0.0
p3038,180,0.0
p3039,180,0.0
p3040,180,0.0
p3041,180,0.0
p3042,180,0.0
p3043,180,0.0
p3044,180,0.0
p3045,180,0.1026
p3046,180,0.0
p3047,180,0.0
p3048,180,0.0
p3049,180,0.0
p3050,180,0.0
p3051,180,0.0
p3052,180,0.0
p3053,180,0.0
p3054,180,0.0234
p3055,180,0.0
p3056,180,0.0
p3057,180,0.0
p3058,180,0.0
p168,181,0.0
p176,181,1.3061215673376374
p177,181,0.0
p185,181,0.0
p190,181,0.0
p191,181,0.0
p192,181,0.0
p193,181,0.0
p194,181,0.0
p195,181,0.0
p198,181,0.0
p199,181,0.0
p202,181,0.0
p205,181,0.0
p212,181,0.0
p213,181,0.0
p219,181,0.0
p220,181,0.0
p221,181,0.0
p222,181,0.0
p223,181,0.0
p224,181,0.0
p271,181,1.7658430664647522
p278,181,0.0
p282,181,0.0
p285,181,0.0
p2752,181,0.0
p2753,181,0.0
p2754,181,0.0
p2755,181,0.0
p2756,181,0.0
p2757,181,0.0
p2758,181,0.0
p2759,181,0.0
p2760,181,0.0
p2761,181,0.05176
p2762,181,0.0
p2763,181,0.0
p2764,181,0.0365
p2765,181,0.0144
p2766,181,0.0
p2767,181,0.0
p2768,181,0.0
p2769,181,0.0
p2770,181,0.0
p2771,181,0.0
p2772,181,0.0
p2773,181,0.0
p2774,181,0.0
p2775,181,0.0
p2776,181,0.0
p2777,181,0.0
p2778,181,0.0
p2779,181,0.0
p2780,181,0.0
p2781,181,0.0386
p2782,181,0.0
p2783,181,0.0
p2784,181,0.0
p2785,181,0.0
p2786,181,0.0
p2787,181,0.0
p2788,181,0.0
p2789,181,0.0
p2790,181,0.0
p2791,181,0.0
p2792,181,0.01056
p2793,181,0.0
p2794,181,0.0
p2795,181,0.0
p2796,181,0.0
p2797,181,0.015
p2798,181,0.0
p2799,181,0.0
p2800,181,0.02095
p2801,181,0.0
p2802,181,0.0
p2803,181,0.0
p2804,181,0.0569
p2805,181,0.0508
p2806,181,0.0
p2807,181,0.011
p2808,181,0.0
p2809,181,0.0
p2810,181,0.0
p2811,181,0.0
p2812,181,0.0
p2813,181,0.0
p2814,181,0.0
p2815,181,0.0
p2816,181,0.0
p2817,181,0.0
p2818,181,0.0
p2819,181,0.0
p2820,181,0.0
p2821,181,0.0
p2822,181,0.0
p2823,181,0.0
p2824,181,0.0
p2825,181,0.0
p2826,181,0.0
p2827,181,0.0
p2828,181,0.0
p2829,181,0.0
p2830,181,0.0
p2831,181,0.0
p2832,181,0.0
p2833,181,0.0
p2834,181,0.0
p2835,181,0.0
p2836,181,0.0
p2837,181,0.0
p2838,181,0.0
p2839,181,0.0
p2840,181,0.0
p2841,181,0.0
p2842,181,0.0
p2843,181,0.0
p2844,181,0.0
p2845,181,0.0
p2846,181,0.0
p2847,181,0.0
p2848,181,0.0
p2849,181,0.0
p2850,181,0.0
p2851,181,0.0
p2852,181,0.0
p2853,181,0.0
p2854,181,0.0
p2855,181,0.0
p2856,181,0.0
p2857,181,0.0
p2858,181,0.0
p2859,181,0.0022
p2860,181,0.0
p2861,181,0.006
p2862,181,0.0
p2863,181,0.0
p2864,181,0.0
p2865,181,0.0
p2866,181,0.0
p2867,181,0.0
p2868,181,0.0
p2869,181,0.0
p2870,181,0.0
p2871,181,0.0
p2872,181,0.0
p2873,181,0.0
p2874,181,0.0
p2875,181,0.0
p2876,181,0.003
p2877,181,0.0
p2878,181,0.0
p2879,181,0.0
p2880,181,0.0
p2881,181,0.0
p2882,181,0.0
p2883,181,0.0
p2884,181,0.0
p2885,181,0.0
p2886,181,0.0
p2887,181,0.0
p2888,181,0.0
p2889,181,0.0
p2890,181,0.0
p2891,181,0.0
p2892,181,0.0
p2893,181,0.0
p2894,181,0.0
p2895,181,0.0
p2896,181,0.0
p2897,181,0.0
p2898,181,0.0
p2899,181,0.0
p2900,181,0.0
p2901,181,0.0
p2902,181,0.0
p2903,181,0.0
p2904,181,0.0
p2905,181,0.0
p2906,181,0.0
p2907,181,0.0
p2908,181,0.0
p2909,181,0.0
p2910,181,0.0
p2911,181,0.0
p2912,181,0.0
p2913,181,0.0
p2914,181,0.0
p2915,181,0.0
p2916,181,0.0
p2917,181,0.0
p2918,181,0.0
p2919,181,0.0
p2920,181,0.0
p2921,181,0.0
p2922,181,0.0
p2923,181,0.0
p2924,181,0.0
p2925,181,0.0
p2926,181,0.0
p2927,181,0.0
p2928,181,0.0
p2929,181,0.0
p2930,181,0.0344
p2931,181,0.0
p2932,181,0.0
p2933,181,0.0
p2934,181,0.0
p2935,181,0.0
p2936,181,0.0
p2937,181,0.0
p2938,181,0.0
p2939,181,0.0
p2940,181,0.0
p2941,181,0.0
p2942,181,0.0
p2943,181,0.0098
p2944,181,0.0
p2945,181,0.0
p2946,181,0.0
p2947,181,0.0
p2948,181,0.0
p2949,181,0.0
p2950,181,0.0
p2951,181,0.0
p2952,181,0.0
p2953,181,0.0
p2954,181,0.0
p2955,181,0.0
p2956,181,0.0
p2957,181,0.0
p2958,181,0.0
p2959,181,0.0
p2960,181,0.0
p2961,181,0.0162
p2962,181,0.0
p2963,181,0.0
p2964,181,0.0
p2965,181,0.0
p2966,181,0.0075
p2967,181,0.0
p2968,181,0.0
p2969,181,0.0
p2970,181,0.0
p2971,181,0.0
p2972,181,0.0025
p2973,181,0.01056
p2974,181,0.0171
p2975,181,0.0
p2976,181,0.0
p2977,181,0.0
p2978,181,0.0
p2979,181,0.0
p2980,181,0.0
p2981,181,0.0
p2982,181,0.0
p2983,181,0.0
p2984,181,0.0
p2985,181,0.0
p2986,181,0.0
p2987,181,0.0
p2988,181,0.0
p2989,181,0.0
p2990,181,0.0
p2991,181,0.0
p2992,181,0.0
p2993,181,0.0
p2994,181,0.0
p2995,181,0.0
p2996,181,0.0
p2997,181,0.0077
p2998,181,0.0
p2999,181,0.0
p3000,181,0.004
p3001,181,0.0
p3002,181,0.0
p3003,181,0.00413
p3004,181,0.0
p3005,181,0.0
p3006,181,0.0585
p3007,181,0.13819
p3008,181,0.0
p3009,181,0.0
p3010,181,0.01539
p3011,181,0.0
p3012,181,0.0
p3013,181,0.0
p3014,181,0.0
p3015,181,0.0
p3016,181,0.0
p3017,181,0.0142
p3018,181,0.0028
p3019,181,0.0
p3020,181,0.0
p3021,181,0.02
p3022,181,0.0
p3023,181,0.0093
p3024,181,0.0
p3025,181,0.0
p3026,181,0.0
p3027,181,0.0
p3028,181,0.0
p3029,181,0.0094
p3030,181,0.0
p3031,181,0.0
p3032,181,0.0
p3033,181,0.0
p3034,181,0.0
p3035,181,0.0116
p3036,181,0.0176
p3037,181,0.0
p3038,181,0.0
p3039,181,0.0
p3040,181,0.006
p3041,181,0.0
p3042,181,0.0
p3043,181,0.0
p3044,181,0.0046
p3045,181,0.0
p3046,181,0.0
p3047,181,0.0
p3048,181,0.0
p3049,181,0.0
p3050,181,0.04774829201688405
p3051,181,0.0
p3052,181,0.0
p3053,181,0.0
p3054,181,0.0
p3055,181,0.0
p3056,181,0.0
p3057,181,0.0
p3058,181,0.0
p168,182,0.0
p176,182,0.17401416303761508
p177,182,0.5014482594515499
p185,182,0.0
p190,182,0.0
p191,182,0.0
p192,182,0.0
p193,182,0.0
p194,182,0.0
p195,182,0.0
p198,182,0.0
p199,182,0.0
p202,182,0.0
p205,182,0.0
p212,182,0.0
p213,182,0.0
p219,182,0.0
p220,182,0.0
p221,182,0.0
p222,182,0.0
p223,182,0.0
p224,182,0.0
p271,182,0.0
p278,182,0.0
p282,182,0.0
p285,182,0.0
p2752,182,0.0
p2753,182,0.0
p2754,182,0.0
p2755,182,0.0
p2756,182,0.0
p2757,182,0.012
p2758,182,0.0
p2759,182,0.0
p2760,182,0.0
p2761,182,0.0
p2762,182,0.0
p2763,182,0.0
p2764,182,0.0365
p2765,182,0.0144
p2766,182,0.0
p2767,182,0.0
p2768,182,0.0
p2769,182,0.0
p2770,182,0.0
p2771,182,0.0
p2772,182,0.0
p2773,182,0.0
p2774,182,0.0
p2775,182,0.0
p2776,182,0.0
p2777,182,0.0
p2778,182,0.0
p2779,182,0.0
p2780,182,0.0
p2781,182,0.0386
p2782,182,0.0
p2783,182,0.0
p2784,182,0.0
p2785,182,0.0
p2786,182,0.0
p2787,182,0.0
p2788,182,0.0
p2789,182,0.0
p2790,182,0.0
p2791,182,0.0
p2792,182,0.01056
p2793,182,0.0
p2794,182,0.0033
p2795,182,0.0
p2796,182,0.0
p2797,182,0.015
p2798,182,0.0
p2799,182,0.0
p2800,182,0.02095
p2801,182,0.0
p2802,182,0.0
p2803,182,0.0
p2804,182,0.0569
p2805,182,0.0
p2806,182,0.0
p2807,182,0.011
p2808,182,0.0
p2809,182,0.0
p2810,182,0.0
p2811,182,0.0
p2812,182,0.0
p2813,182,0.0
p2814,182,0.0
p2815,182,0.0
p2816,182,0.0
p2817,182,0.0
p2818,182,0.0
p2819,182,0.1163
p2820,182,0.0
p2821,182,0.0
p2822,182,0.0
p2823,182,0.0
p2824,182,0.0
p2825,182,0.0
p2826,182,0.0
p2827,182,0.0
p2828,182,0.0
p2829,182,0.0
p2830,182,0.0
p2831,182,0.0
p2832,182,0.0
p2833,182,0.0
p2834,182,0.02306
p2835,182,0.0134
p2836,182,0.0
p2837,182,0.0
p2838,182,0.0
p2839,182,0.0
p2840,182,0.0
p2841,182,0.0
p2842,182,0.0
p2843,182,0.0
p2844,182,0.0
p2845,182,0.0
p2846,182,0.0
p2847,182,0.0
p2848,182,0.0
p2849,182,0.0
p2850,182,0.0
p2851,182,0.0
p2852,182,0.0
p2853,182,0.0
p2854,182,0.0
p2855,182,0.0
p2856,182,0.0
p2857,182,0.0
p2858,182,0.0
p2859,182,0.0022
p2860,182,0.0
p2861,182,0.006
p2862,182,0.0
p2863,182,0.0
p2864,182,0.0
p2865,182,0.0
p2866,182,0.0
p2867,182,0.0
p2868,182,0.0
p2869,182,0.0
p2870,182,0.0
p2871,182,0.0
p2872,182,0.0
p2873,182,0.0
p2874,182,0.0
p2875,182,0.0
p2876,182,0.003
p2877,182,0.0
p2878,182,0.0
p2879,182,0.0
p2880,182,0.0
p2881,182,0.0
p2882,182,0.0
p2883,182,0.0
p2884,182,0.0
p2885,182,0.0
p2886,182,0.0
p2887,182,0.0
p2888,182,0.0
p2889,182,0.0
p2890,182,0.0
p2891,182,0.0
p2892,182,0.0
p2893,182,0.0
p2894,182,0.0
p2895,182,0.0
p2896,182,0.0
p2897,182,0.0
p2898,182,0.0
p2899,182,0.0
p2900,182,0.0
p2901,182,0.0
p2902,182,0.0
p2903,182,0.0
p2904,182,0.0
p2905,182,0.0
p2906,182,0.0
p2907,182,0.0
p2908,182,0.0
p2909,182,0.0
p2910,182,0.0
p2911,182,0.0
p2912,182,0.0
p2913,182,0.0
p2914,182,0.0
p2915,182,0.0
p2916,182,0.0
p2917,182,0.0
p2918,182,0.0
p2919,182,0.0
p2920,182,0.0
p2921,182,0.0
p2922,182,0.0
p2923,182,0.0
p2924,182,0.0
p2925,182,0.0
p2926,182,0.0
p2927,182,0.0
p2928,182,0.0
p2929,182,0.0
p2930,182,0.0344
p2931,182,0.0
p2932,182,0.0
p2933,182,0.0
p2934,182,0.0
p2935,182,0.0
p2936,182,0.0
p2937,182,0.0
p2938,182,0.12874
p2939,182,0.0
p2940,182,0.0
p2941,182,0.0
p2942,182,0.0
p2943,182,0.0098
p2944,182,0.0
p2945,182,0.0
p2946,182,0.0
p2947,182,0.0
p2948,182,0.0
p2949,182,0.0
p2950,182,0.0
p2951,182,0.0
p2952,182,0.0
p2953,182,0.0
p2954,182,0.0
p2955,182,0.0
p2956,182,0.0
p2957,182,0.0
p2958,182,0.0
p2959,182,0.0
p2960,182,0.0
p2961,182,0.0162
p2962,182,0.0
p2963,182,0.0
p2964,182,0.0
p2965,182,0.0
p2966,182,0.0075
p2967,182,0.0
p2968,182,0.0
p2969,182,0.0
p2970,182,0.0
p2971,182,0.0
p2972,182,0.0
p2973,182,0.0
p2974,182,0.0
p2975,182,0.0
p2976,182,0.0
p2977,182,0.0
p2978,182,0.0
p2979,182,0.0
p2980,182,0.0
p2981,182,0.0
p2982,182,0.0
p2983,182,0.0
p2984,182,0.0
p2985,182,0.0
p2986,182,0.0
p2987,182,0.0
p2988,182,0.0
p2989,182,0.0
p2990,182,0.0
p2991,182,0.0
p2992,182,0.0
p2993,182,0.0
p2994,182,0.0
p2995,182,0.0
p2996,182,0.0
p2997,182,0.0077
p2998,182,0.0
p2999,182,0.0
p3000,182,0.004
p3001,182,0.0
p3002,182,0.0
p3003,182,0.00413
p3004,182,0.0
p3005,182,0.00368
p3006,182,0.0
p3007,182,0.0
p3008,182,0.0
p3009,182,0.0
p3010,182,0.01539
p3011,182,0.0
p3012,182,0.0
p3013,182,0.0
p3014,182,0.0
p3015,182,0.0
p3016,182,0.0
p3017,182,0.0142
p3018,182,0.0028
p3019,182,0.0
p3020,182,0.0
p3021,182,0.02
p3022,182,0.0
p3023,182,0.0093
p3024,182,0.0
p3025,182,0.0
p3026,182,0.01399999999999999
p3027,182,0.0
p3028,182,0.0
p3029,182,0.0094
p3030,182,0.0
p3031,182,0.0
p3032,182,0.0
p3033,182,0.0
p3034,182,0.0
p3035,182,0.0116
p3036,182,0.0176
p3037,182,0.0
p3038,182,0.0
p3039,182,0.0
p3040,182,0.006
p3041,182,0.0
p3042,182,0.0
p3043,182,0.0
p3044,182,0.0
p3045,182,0.0
p3046,182,0.0
p3047,182,0.0
p3048,182,0.0
p3049,182,0.0
p3050,182,0.0
p3051,182,0.0
p3052,182,0.0091
p3053,182,0.0
p3054,182,0.0
p3055,182,0.0
p3056,182,0.0
p3057,182,0.0655
p3058,182,0.0
p168,183,0.0
p176,183,0.0
p177,183,0.0
p185,183,0.0
p190,183,0.0
p191,183,0.0
p192,183,0.0
p193,183,0.0
p194,183,0.0
p195,183,0.0
p198,183,0.0
p199,183,0.0
p202,183,0.0
p205,183,0.0
p212,183,0.0
p213,183,0.0
p219,183,0.0
p220,183,0.0
p221,183,0.0
p222,183,0.0
p223,183,0.0
p224,183,0.0
p271,183,0.0
p278,183,0.0
p282,183,0.0
p285,183,0.0
p2752,183,0.0
p2753,183,0.0
p2754,183,0.0
p2755,183,0.0
p2756,183,0.0
p2757,183,0.0
p2758,183,0.0
p2759,183,0.0
p2760,183,0.0
p2761,183,0.05176
p2762,183,0.0
p2763,183,0.0
p2764,183,0.0365
p2765,183,0.0
p2766,183,0.0
p2767,183,0.0
p2768,183,0.0
p2769,183,0.0
p2770,183,0.0
p2771,183,0.0
p2772,183,0.0
p2773,183,0.0
p2774,183,0.0
p2775,183,0.0
p2776,183,0.0
p2777,183,0.0
p2778,183,0.0
p2779,183,0.0
p2780,183,0.0
p2781,183,0.0
p2782,183,0.0
p2783,183,0.0
p2784,183,0.0
p2785,183,0.0
p2786,183,0.0
p2787,183,0.0
p2788,183,0.0
p2789,183,0.0
p2790,183,0.0
p2791,183,0.0
p2792,183,0.01056
p2793,183,0.0
p2794,183,0.0033
p2795,183,0.0
p2796,183,0.0
p2797,183,0.015
p2798,183,0.0
p2799,183,0.0
p2800,183,0.02095
p2801,183,0.0
p2802,183,0.0
p2803,183,0.0
p2804,183,0.0569
p2805,183,0.0
p2806,183,0.0
p2807,183,0.0
p2808,183,0.0
p2809,183,0.0
p2810,183,0.0
p2811,183,0.0
p2812,183,0.0
p2813,183,0.0
p2814,183,0.0
p2815,183,0.0
p2816,183,0.0
p2817,183,0.0
p2818,183,0.0
p2819,183,0.0
p2820,183,0.0
p2821,183,0.0
p2822,183,0.0
p2823,183,0.0
p2824,183,0.0
p2825,183,0.0
p2826,183,0.0
p2827,183,0.0
p2828,183,0.0
p2829,183,0.0
p2830,183,0.0
p2831,183,0.0
p2832,183,0.0
p2833,183,0.0
p2834,183,0.02306
p2835,183,0.0134
p2836,183,0.0
p2837,183,0.0
p2838,183,0.0
p2839,183,0.0
p2840,183,0.0
p2841,183,0.0
p2842,183,0.0
p2843,183,0.0
p2844,183,0.0
p2845,183,0.0
p2846,183,0.0
p2847,183,0.0
p2848,183,0.0
p2849,183,0.0
p2850,183,0.0
p2851,183,0.0
p2852,183,0.0
p2853,183,0.0
p2854,183,0.0
p2855,183,0.0
p2856,183,0.0
p2857,183,0.0
p2858,183,0.0
p2859,183,0.0022
p2860,183,0.0
p2861,183,0.006
p2862,183,0.0
p2863,183,0.0
p2864,183,0.0
p2865,183,0.0
p2866,183,0.0
p2867,183,0.0
p2868,183,0.0
p2869,183,0.0
p2870,183,0.0
p2871,183,0.0
p2872,183,0.0
p2873,183,0.0
p2874,183,0.0
p2875,183,0.0
p2876,183,0.003
p2877,183,0.0
p2878,183,0.0
p2879,183,0.017
p2880,183,0.0
p2881,183,0.0
p2882,183,0.0
p2883,183,0.0
p2884,183,0.0
p2885,183,0.0
p2886,183,0.0
p2887,183,0.0
p2888,183,0.0
p2889,183,0.0
p2890,183,0.0
p2891,183,0.0
p2892,183,0.0
p2893,183,0.0
p2894,183,0.0
p2895,183,0.0
p2896,183,0.0
p2897,183,0.0
p2898,183,0.0
p2899,183,0.0
p2900,183,0.0
p2901,183,0.0
p2902,183,0.0
p2903,183,0.0
p2904,183,0.0
p2905,183,0.0
p2906,183,0.0
p2907,183,0.0
p2908,183,0.0
p2909,183,0.0
p2910,183,0.0
p2911,183,0.0
p2912,183,0.0
p2913,183,0.0
p2914,183,0.0
p2915,183,0.0
p2916,183,0.0
p2917,183,0.0
p2918,183,0.0
p2919,183,0.0
p2920,183,0.0
p2921,183,0.0
p2922,183,0.0
p2923,183,0.0
p2924,183,0.05247
p2925,183,0.0
p2926,183,0.0
p2927,183,0.0
p2928,183,0.0
p2929,183,0.0
p2930,183,0.0344
p2931,183,0.0
p2932,183,0.0
p2933,183,0.0
p2934,183,0.0
p2935,183,0.0
p2936,183,0.0
p2937,183,0.0
p2938,183,0.12874
p2939,183,0.0
p2940,183,0.0
p2941,183,0.0
p2942,183,0.0
p2943,183,0.0098
