id,From,To,Voltage,Reactance,Resistance,Circuits,ThermalLimit
l9494,n3480,n3481,380,2.990246357,0.36466419,1,2.58
l628_1,n3472,n3483,380,12.47895007,1.521823179,3,2.58
l742_1,n3476,n3485,380,6.674750088,0.813993913,2,2.58
l7213_1,n3480,n3486,380,5.374218088,0.65539245,2,2.58
l741_1,n3476,n3493,380,9.071608368,1.106293703,2,2.58
l629_1,n3490,n3495,380,16.24704108,1.981346473,3,2.58
l740_1,n3476,n3495,380,4.175926139,0.509259285,2,2.58
l636_1,n3306,n3501,380,11.41956194,1.392629505,2,2.58
l663_1,n3500,n3501,380,8.99779948,1.09729262,2,2.58
l844_1,n3501,n3502,380,3.514120157,0.428551239,2,2.58
l546_1,n3480,n3503,380,2.147335588,0.261870194,2,2.58
l1000_1,n3484,n3503,380,1.867590664,0.227754959,2,2.58
l736_1,n3490,n3520,380,19.75139161,2.408706295,2,2.58
l523,n3455,n3610,380,8.218699041,1.002280371,1,2.58
l6682_1,n3457,n3735,380,2.874227702,0.350515573,3,2.58
l7185_1,n3459,n3735,380,6.880507739,0.83908631,2,2.58
l608_1,n3461,n3735,380,6.154731136,0.750576968,3,2.58
l3309_1,n3461,n3827,380,4.772886154,0.582059287,2,2.58
l799_1,n4502,n4506,380,23.84928071,2.908448867,2,2.58
l800_1,n4504,n4506,380,11.70054782,1.426896076,2,2.58
l777_1,n4499,n4509,380,10.62694311,1.295968672,2,2.58
l808_1,n4509,n4510,380,18.80482416,2.293271239,2,2.58
l580_1,n3324,n4512,380,20.2528658,2.469861683,2,2.58
l639_1,n3317,n4512,380,9.760401094,1.190292816,3,2.58
l809_1,n4510,n4512,380,9.489697707,1.157280208,2,2.58
l769_1,n4499,n4516,380,14.18823607,1.730272692,2,2.58
l180_1,n4494,n4521,380,20.44591344,2.493404078,2,2.58
l6526_1,n4534,n4536,380,24.920054,3.039030976,2,2.58
l982_1,n4536,n4537,380,12.60864743,1.537639931,2,2.58
l940_1,n4525,n4539,380,14.39397969,1.755363377,2,2.58
l591_1,n4537,n4539,380,22.84929749,2.786499694,2,2.58
l812_1,n4521,n4539,380,17.69151804,2.1575022,2,2.58
l816_1,n4539,n4540,380,27.68582432,3.376320039,2,2.58
l817_1,n4537,n4540,380,11.71127751,1.428204574,2,2.58
l880_1,n4540,n4547,380,10.84554522,1.322627466,2,2.58
l814_1,n4507,n4548,380,8.06844215,0.98395636,2,2.58
l815_1,n4539,n4548,380,22.54932297,2.749917435,2,2.58
l895_1,n4547,n4548,380,5.039434584,0.614565193,2,2.58
l590_1,n4507,n4549,380,11.68212917,1.424649898,2,2.58
l9291_1,n4498,n4551,380,2.487371881,0.303338034,2,2.58
l6480_1,n4528,n4551,380,4.486652403,0.547152732,2,2.58
l846_1,n4546,n4552,380,4.307858564,0.525348605,2,2.58
l5600_1,n4544,n4552,380,3.355073988,0.409155364,2,2.58
l11442_1,n4542,n4552,380,6.243429146,0.761393798,2,2.58
l942_1,n4525,n4553,380,9.504682438,1.159107614,2,2.58
l943_1,n4496,n4553,380,2.150709535,0.262281651,2,2.58
l961_1,n4518,n4553,380,20.81742055,2.538709823,2,2.58
l876_1,n4518,n4554,380,14.44560938,1.761659681,3,2.58
l6696_1,n4516,n4554,380,10.3350363,1.260370281,2,2.58
l918_1,n4540,n4555,380,3.769665711,0.459715331,2,2.58
l916_1,n4540,n4555,380,4.753384815,0.579681075,2,2.58
l917_1,n4540,n4555,380,4.175490284,0.509206132,2,2.58
l919_1,n4547,n4556,380,4.087012848,0.498416201,2,2.58
l921_1,n4548,n4557,380,4.223609825,0.515074369,2,2.58
l920_1,n4548,n4557,380,3.941818028,0.480709516,2,2.58
l875_1,n4518,n4561,380,13.49827066,1.646130568,2,2.58
l783_1,n4502,n4561,380,8.432102964,1.02830524,2,2.58
l6695_1,n4497,n4561,380,2.379001154,0.290122092,2,2.58
l905_1,n4549,n4569,380,5.437641954,0.663127068,2,2.58
l6481_1,n4544,n4576,380,5.886947069,0.717920374,2,2.58
l550,n4504,n4596,380,2.849932715,0.34755277,1,2.58
l752_1,n4602,n4604,380,13.47734597,1.643578777,2,2.58
l902_1,n4613,n4615,380,3.959861995,0.482909999,2,2.58
l6686_1,n3467,n4616,380,5.536033993,0.675126097,3,2.58
l756_1,n4619,n4620,380,3.80015399,0.463433413,2,2.58
l671_1,n4625,n4627,380,3.221704907,0.392890842,2,2.58
l760_1,n4604,n4627,380,12.96630429,1.581256621,2,2.58
l758_1,n4627,n4628,380,5.04358194,0.615070968,2,2.58
l594,n4624,n4630,380,2.285172281,0.278679546,1,2.58
l763_1,n4628,n4630,380,3.905363436,0.476263834,2,2.58
l821_1,n4634,n4635,380,1.941854302,0.2368115,3,2.58
l822_1,n4630,n4635,380,3.337691057,0.407035495,3,2.58
l6950_1,n4623,n4635,380,2.986053575,0.364152875,3,2.58
l525_1,n4635,n4637,380,3.66299133,0.44670626,2,2.58
l11386_1,n4637,n4639,380,2.890341487,0.352480669,3,2.58
l615_1,n4585,n4641,380,3.316910382,0.404501266,3,2.58
l791_1,n4585,n4643,380,2.738265114,0.33393477,3,2.58
l612_1,n4630,n4651,380,7.709808555,0.940220556,3,2.58
l618_1,n4649,n4651,380,4.876535778,0.594699485,3,2.58
l762_1,n4630,n4651,380,5.612534626,0.684455442,2,2.58
l611_1,n4623,n4655,380,2.98680245,0.364244201,3,2.58
l824_1,n4651,n4655,380,2.099337051,0.256016714,3,2.58
l858_1,n4653,n4657,380,4.029062104,0.491349037,3,2.58
l766_1,n4653,n4658,380,4.92247839,0.600302243,2,2.58
l751_1,n4613,n4658,380,8.552873911,1.043033404,2,2.58
l765_1,n4657,n4660,380,3.175065434,0.387203102,2,2.58
l764_1,n4639,n4664,380,3.730991689,0.454998986,2,2.58
l616_1,n4643,n4667,380,7.138624813,0.870564002,3,2.58
l619_1,n4666,n4667,380,2.801765143,0.341678676,3,2.58
l1039_1,n4667,n4669,380,5.436524174,0.662990753,3,2.58
l595_1,n4671,n4673,380,2.740906039,0.334256834,3,2.58
l617_1,n4667,n4674,380,2.655983427,0.323900418,3,2.58
l1038_1,n4674,n4675,380,5.890007558,0.718293605,3,2.58
l526_1,n4655,n4675,380,11.38014797,1.387822923,3,2.58
l840_1,n4647,n4677,380,1.59876508,0.194971351,2,2.58
l621_1,n4674,n4677,380,5.644063512,0.688300428,3,2.58
l605_1,n4657,n4681,380,15.68640013,1.912975625,3,2.58
l948_1,n4621,n4681,380,12.87146332,1.569690649,2,2.58
l749_1,n4647,n4690,380,2.737101704,0.333792891,2,2.58
l596_1,n4673,n4690,380,2.066525082,0.252015254,3,2.58
l543,n4645,n4693,380,4.7978378,0.585102171,1,2.58
l622_1,n4690,n4693,380,13.69050224,1.669573443,3,2.58
l624_1,n4674,n4694,380,15.24331168,1.858940449,3,2.58
l623_1,n4694,n4695,380,8.80881183,1.074245345,3,2.58
l528_1,n4695,n4699,380,15.30793844,1.86682176,3,2.58
l604_1,n4705,n4707,380,4.392662735,0.535690578,2,2.58
l630_1,n4616,n4708,380,4.33277126,0.528386739,3,2.58
l729_1,n3483,n4708,380,16.34617365,1.993435811,2,2.58
l828,n4708,n4711,380,2.499983832,0.304876077,1,2.58
l11623,n3496,n4714,380,17.10390388,2.085841936,1,2.58
l952_1,n4619,n4718,380,3.605828149,0.43973514,2,2.58
l597_1,n4588,n4722,380,2.685431207,0.327491611,3,2.58
l898_1,n4619,n4726,380,3.75032847,0.45735713,2,2.58
l768_1,n4693,n4728,380,15.47281279,1.886928389,2,2.58
l644_1,n4729,n4730,380,11.76051884,1.434209615,3,2.58
l750_1,n4728,n4731,380,8.646920884,1.054502547,2,2.58
l641_1,n4730,n4737,380,14.62680122,1.783756246,3,2.58
l584_1,n4737,n4740,380,8.046066299,0.981227597,2,2.58
l781_1,n4715,n4740,380,8.903973748,1.085850457,2,2.58
l779_1,n4737,n4741,380,6.484064559,0.79073958,2,2.58
l549_1,n4591,n4743,380,5.961948479,0.727066888,2,2.58
l944_1,n4745,n4750,380,2.53643573,0.309321431,3,2.58
l544_1,n4743,n4751,380,9.187651635,1.120445321,2,2.58
l884_1,n4745,n4751,380,2.936686817,0.358132539,2,2.58
l640_1,n4745,n4753,380,3.355155488,0.409165303,3,2.58
l538_1,n4745,n4754,380,10.15269763,1.238133857,2,2.58
l837_1,n4758,n4759,380,2.927740784,0.357041559,2,2.58
l626_1,n4759,n4760,380,19.94496765,2.432313128,3,2.58
l913_1,n3311,n4760,380,18.78877446,2.291313958,3,2.58
l774_1,n4760,n4765,380,8.885095068,1.083548179,2,2.58
l583_1,n4765,n4766,380,11.75330293,1.433329626,2,2.58
l647_1,n4499,n4766,380,6.655794673,0.811682277,3,2.58
l776_1,n4757,n4766,380,4.357459545,0.531397506,2,2.58
l795_1,n4592,n4770,380,12.07440293,1.472488162,2,2.58
l796_1,n4770,n4772,380,6.864242134,0.837102699,2,2.58
l801_1,n4504,n4773,380,6.501874945,0.792911579,2,2.58
l794_1,n4773,n4776,380,8.151138676,0.994041302,2,2.58
l775_1,n4757,n4777,380,9.351886768,1.140473996,2,2.58
l7480_1,n4759,n4777,380,3.149855817,0.384128758,2,2.58
l826_1,n4705,n4778,380,4.108926777,0.501088631,2,2.58
l533_1,n4741,n4780,380,12.66175135,1.544116019,2,2.58
l938_1,n4729,n4782,380,3.579197718,0.436487527,2,2.58
l7497_1,n4554,n4783,380,2.873230526,0.350393967,2,2.58
l581_1,n4727,n4784,380,3.497262841,0.426495469,2,2.58
l935_1,n4730,n4784,380,3.833012041,0.467440493,3,2.58
l767_1,n4681,n4784,380,11.99165996,1.462397556,2,2.58
l872,n4758,n4785,380,4.335379992,0.528704877,1,2.58
l924_1,n4625,n4786,380,4.101110975,0.500135485,2,2.58
l524_1,n4609,n4788,380,13.8729088,1.691818146,3,2.58
l861_1,n4747,n4790,380,4.09110823,0.498915638,2,2.58
l588_1,n4780,n4791,380,6.473595995,0.789462926,2,2.58
l964_1,n4592,n4791,380,5.583259509,0.680885306,2,2.58
l4305_1,n4694,n4842,380,7.716368608,0.941020562,2,2.58
l4864_1,n4825,n4845,380,8.572788942,1.045462066,2,2.58
l770_1,n3488,n4846,380,2.137377984,0.260655852,2,2.58
l6687_1,n4588,n4848,380,15.2297418,1.857285585,2,2.58
l853_1,n3475,n4852,380,10.3007723,1.256191744,2,2.58
l545,n4713,n4852,380,4.222424762,0.514929849,1,2.58
l7251_1,n4714,n4852,380,9.327063166,1.137446728,2,2.58
l690_1,n4712,n4852,380,3.708107233,0.452208199,2,2.58
l968_1,n4597,n4854,380,10.41947418,1.270667583,2,2.58
l842_1,n5542,n5545,380,3.699794206,0.451194415,2,2.58
l819_1,n5545,n5547,380,8.780862015,1.070836831,2,2.58
l975_1,n5550,n5552,380,12.77448077,1.557863509,2,2.58
l960_1,n4506,n5556,380,14.10849815,1.720548554,2,2.58
l906_1,n5541,n5559,380,3.733131523,0.455259942,2,2.58
l11463_1,n5654,n5658,380,7.497516103,0.914331232,2,2.58
l788_1,n5650,n5658,380,13.93535747,1.699433838,2,2.58
l789_1,n5658,n5661,380,4.565729707,0.556796306,2,2.58
l787_1,n4591,n5667,380,19.56678596,2.38619341,2,2.58
l6805_1,n5667,n5671,380,11.16933654,1.362114212,2,2.58
l797_1,n4776,n5673,380,21.53746237,2.626519802,2,2.58
l7306_1,n5671,n5677,380,6.031937194,0.735602097,2,2.58
l792_1,n5668,n5679,380,13.16161028,1.605074424,2,2.58
l805_1,n5677,n5682,380,8.463973892,1.032191938,2,2.58
l806_1,n5681,n5682,380,7.28160579,0.888000706,2,2.58
l803_1,n5682,n5685,380,5.231775129,0.638021357,2,2.58
l959_1,n5534,n5685,380,17.53016358,2.137824826,2,2.58
l807_1,n5685,n5686,380,4.685085771,0.571351923,2,2.58
l793_1,n5673,n5686,380,7.084382177,0.863949046,2,2.58
l896_1,n5688,n5690,380,2.870814679,0.350099351,2,2.58
l871_1,n5650,n5692,380,5.202294875,0.634426204,2,2.58
l6917_1,n5671,n5694,380,8.852240198,1.079541488,2,2.58
l804_1,n5677,n5697,380,2.352428733,0.286881553,2,2.58
l4313_1,n5650,n5702,380,6.755907254,0.823891129,2,2.58
l9498,n5668,n5732,380,1.414538579,0.172504705,1,2.58
l9497,n5665,n5732,380,1.523440864,0.185785471,1,2.58
l664_1,n5692,n5733,380,1.571555683,0.191653132,2,2.58
l6911_1,n5606,n5734,380,7.728647828,0.942518028,2,2.58
l312_1,n5679,n5734,380,16.24799377,1.981462655,2,2.58
l7483_1,n4591,n5738,380,7.990992561,0.974511288,2,2.58
l9656_1,n3478,n6853,380,2.73269471,0.333255452,2,2.58
l1050_1,n4666,n6844,380,2.755233112,0.336004038,3,2.58
l620_1,n4665,n6844,380,2.956969892,0.360606084,3,2.58
l825_1,n4663,n6844,380,1.775300592,0.216500072,3,2.58
l9606_1,n4616,n6845,380,5.292521941,0.645429505,3,2.58
l632_1,n4710,n6845,380,2.666160587,0.325141535,2,2.58
l9605_1,n3475,n6845,380,11.92321838,1.454051022,3,2.58
l9611_1,n4708,n6847,380,0.777615562,0.094831166,3,2.58
l9640_1,n4591,n6849,380,5.173087899,0.630864378,2,2.58
l9639_1,n4592,n6849,380,14.35819878,1.750999851,2,2.58
l950,n4721,n6852,380,3.22335621,0.393092221,1,2.58
l7487_1,n4723,n6852,380,3.125015396,0.381099439,2,2.58
l11450_1,n3512,n6853,380,14.17008332,1.728058941,2,2.58
l995,n3479,n6853,380,1.283524991,0.156527438,1,2.58
l11418,n3488,n7151,380,6.080931658,0.741577032,1,2.58
l7490_1,n3483,n7151,380,4.051382348,0.494071018,2,2.58
l9492_1,n4734,n7261,380,1.990005777,0.242683631,2,2.58
l9637_1,n4597,n7261,380,8.758150204,1.068067098,2,2.58
l9634_1,n4708,n7267,380,4.274440631,0.521273248,2,2.58
l9633_1,n4588,n7267,380,6.793595584,0.828487266,2,2.58
l610_1,n4606,n7269,380,2.576769095,0.314240134,3,2.58
l754_1,n4607,n7269,380,7.875116325,0.96038004,2,2.58
l9608_1,n3488,n7271,380,5.108992674,0.623047887,3,2.58
l9609_1,n4852,n7271,380,2.013123312,0.245502843,3,2.58
l724_1,n4503,n7272,380,2.384944002,0.29084683,3,2.58
l9642_1,n4537,n7272,380,36.1026745,4.402765182,2,2.58
l9643_1,n4506,n7272,380,6.330748093,0.77204245,2,2.58
l11009_1,n3457,n7273,380,5.989637453,0.730443592,2,2.58
l730_1,n3739,n7273,380,4.28087974,0.522058505,2,2.58
l11010_1,n3581,n7273,380,3.717638546,0.453370554,2,2.58
l11350_1,n4725,n7274,380,1.629463437,0.198715053,2,2.58
l772_1,n4855,n7274,380,2.248884702,0.274254232,2,2.58
l11351_1,n4734,n7274,380,3.764064581,0.459032266,2,2.58
l11021_1,n4546,n7275,380,11.47279249,1.399121036,2,2.58
l841_1,n5539,n7275,380,3.566172934,0.434899138,2,2.58
l11470_1,n3512,n7276,380,14.40590017,1.756817094,2,2.58
l845,n3479,n7276,380,1.344875405,0.164009196,1,2.58
l9628_1,n3476,n7276,380,16.68606219,2.034885633,2,2.58
l9590,n3484,n7277,380,1.403759849,0.171190225,1,2.58
l9589,n7151,n7277,380,0.65987837,0.080472972,1,2.58
l849,n3507,n7277,380,2.199729655,0.268259714,1,2.58
l885,n3480,n7278,380,3.335958722,0.406824234,1,2.58
l9623_1,n3485,n7278,380,7.641189628,0.931852394,2,2.58
l9647_1,n3459,n7279,380,7.381860049,0.900226835,2,2.58
l904_1,n3462,n7279,380,5.950956016,0.725726343,2,2.58
l9645_1,n3470,n7280,380,3.189627079,0.388978912,2,2.58
l9646_1,n7279,n7280,380,2.281282986,0.278205242,2,2.58
l999_1,n3473,n7280,380,10.74110187,1.309890472,2,2.58
l9625_1,n3483,n7281,380,7.119886641,0.868278859,2,2.58
l1001_1,n3507,n7281,380,3.876503825,0.472744369,2,2.58
l9624_1,n7278,n7281,380,3.308691217,0.403498929,2,2.58
l1034_1,n4779,n7282,380,2.397634436,0.292394443,2,2.58
l9630_1,n4630,n7282,380,2.885082848,0.351839372,3,2.58
l9631_1,n4653,n7282,380,5.362930894,0.654015963,3,2.58
l9649_1,n4518,n7487,380,3.430217516,0.418319209,2,2.58
l9650_1,n4516,n7487,380,8.980346785,1.095164242,2,2.58
l6468,n4519,n7487,380,2.39304392,0.291834624,1,2.58
l6527_1,n4534,n7489,380,2.759686778,0.336547168,2,2.58
l9653_1,n4506,n7489,380,13.43381087,1.638269618,2,2.58
l9652_1,n4528,n7489,380,8.715982162,1.062924654,2,2.58
l879_1,n4550,n7637,380,2.992527165,0.364942337,2,2.58
l981_1,n4540,n7637,380,9.875705277,1.204354302,2,2.58
l984_1,n4521,n7641,380,6.763335608,0.824797025,2,2.58
l962_1,n4562,n7641,380,1.766613848,0.215440713,2,2.58
l1013_1,n4607,n7653,380,1.571929729,0.191698747,3,2.58
l606_1,n4609,n7653,380,4.195956323,0.511701991,3,2.58
l778_1,n4518,n7672,380,20.94643704,2.554443541,2,2.58
l1023_1,n4740,n7672,380,13.60037955,1.658582872,2,2.58
l839_1,n4764,n7672,380,2.01624395,0.245883409,2,2.58
l843,n5649,n7681,380,1.610751665,0.19643313,1,2.58
l1029_1,n5693,n7681,380,3.167783351,0.386315043,2,2.58
l6804_1,n5733,n7681,380,1.580937519,0.192797258,2,2.58
l989_1,n4561,n7682,380,8.378576133,1.021777577,2,2.58
l592_1,n4529,n7682,380,5.217451655,0.636274592,2,2.58
l976_1,n5550,n7688,380,12.81809178,1.563181924,2,2.58
l7310_1,n5547,n7688,380,7.864902033,0.959134394,2,2.58
l979_1,n5597,n7688,380,9.120539131,1.11226087,2,2.58
l1020_1,n4613,n7704,380,3.730390728,0.454925699,2,2.58
l753_1,n4848,n7704,380,10.74707876,1.310619361,2,2.58
l890,n4615,n7704,380,2.104055106,0.256592086,1,2.58
l928_1,n4845,n7711,380,3.018231069,0.36807696,3,2.58
l1014_1,n4609,n7711,380,2.027157612,0.247214343,3,2.58
l1021_1,n4619,n7712,380,8.586236123,1.047101966,2,2.58
l755_1,n4615,n7712,380,10.95764472,1.336298137,2,2.58
l818_1,n5598,n7721,380,2.29965905,0.280446226,2,2.58
l613_1,n4641,n7724,380,2.303408529,0.280903479,3,2.58
l955_1,n4639,n7724,380,2.093746759,0.255334971,2,2.58
l1004_1,n4759,n7745,380,2.097461956,0.255788043,2,2.58
l7479_1,n4854,n7745,380,2.308633016,0.281540612,2,2.58
l648_1,n7745,n7756,380,7.554971151,0.921337945,3,2.58
l893,n4714,n7756,380,13.58200179,1.656341682,1,2.58
l662,n4736,n7756,380,11.85740541,1.44602505,1,2.58
l915_1,n5555,n7760,380,2.363802655,0.288268616,2,2.58
l589_1,n5547,n7760,380,8.624257126,1.051738674,2,2.58
l973_1,n5534,n7760,380,4.589353707,0.559677281,2,2.58
l519,n3495,n7783,380,2.24362821,0.273613196,1,2.58
l659,n3476,n7783,380,4.164495622,0.50786532,1,2.58
l958_1,n5693,n7786,380,6.028402478,0.735171034,2,2.58
l957,n4695,n7786,380,1.582416737,0.192977651,1,2.58
l988_1,n4537,n7788,380,12.93578691,1.577534989,2,2.58
l7316_1,n4558,n7788,380,2.504040084,0.305370742,2,2.58
l1016_1,n4602,n7791,380,3.999758607,0.48777544,3,2.58
l1017_1,n4788,n7791,380,1.22408939,0.149279194,3,2.58
l625_1,n4586,n7798,380,2.079562523,0.253605186,3,2.58
l1008_1,n4722,n7798,380,1.150378934,0.140290114,3,2.58
l862_1,n4790,n7800,380,4.344494677,0.529816424,2,2.58
l1048_1,n4693,n7800,380,3.588380634,0.437607394,3,2.58
l889_1,n4508,n7805,380,2.475850706,0.301933013,2,2.58
l985_1,n4559,n7805,380,1.953429343,0.238223091,2,2.58
l811_1,n4521,n7805,380,5.863606444,0.715073957,2,2.58
l994_1,n3501,n7850,380,6.179382166,0.753583191,3,2.58
l637_1,n3500,n7850,380,6.540588684,0.797632766,3,2.58
l738_1,n3498,n7850,380,2.950945711,0.359871428,2,2.58
l638_1,n3306,n7857,380,8.980786441,1.095217859,3,2.58
l991_1,n3315,n7857,380,2.220150527,0.270750064,3,2.58
l578_1,n3312,n7857,380,5.586770447,0.681313469,2,2.58
l1042_1,n4745,n7863,380,2.193111907,0.267452672,3,2.58
l945_1,n4750,n7863,380,1.527598694,0.186292524,3,2.58
l646_1,n4747,n7863,380,4.20599878,0.512926681,3,2.58
l7311_1,n7637,n7870,380,4.526987672,0.552071667,2,2.58
l878_1,n4546,n7870,380,9.311157659,1.135507032,2,2.58
l873_1,n4579,n7870,380,1.60777881,0.196070587,2,2.58
l971_1,n5668,n7871,380,0.918509973,0.112013411,2,2.58
l883_1,n5647,n7871,380,1.250859012,0.152543782,2,2.58
l972_1,n5681,n7871,380,10.25641014,1.250781725,2,2.58
l7485,n5665,n7871,380,2.61273302,0.318625978,1,2.58
l1049_1,n7800,n7873,380,1.284447627,0.156639955,3,2.58
l529_1,n4699,n7873,380,6.498577517,0.792509453,3,2.58
l6913_1,n5668,n7878,380,9.401575452,1.146533592,2,2.58
l6912_1,n5671,n7878,380,5.856163371,0.714166265,3,2.58
l1007_1,n4620,n7890,380,2.472666452,0.301544689,3,2.58
l642_1,n4725,n7890,380,7.041196402,0.858682488,3,2.58
l643_1,n4588,n7890,380,3.919153429,0.47794554,3,2.58
l1040_1,n4739,n7897,380,1.390362473,0.169556399,2,2.58
l782_1,n4754,n7897,380,9.212586248,1.123486128,2,2.58
l838_1,n4731,n7897,380,2.792420813,0.340539124,2,2.58
l909_1,n4514,n7907,380,2.761341356,0.336748946,2,2.58
l986_1,n4516,n7907,380,9.889661622,1.206056295,2,2.58
l910_1,n4521,n7907,380,12.79825243,1.560762491,2,2.58
l1006_1,n4729,n7913,380,1.292575511,0.15763116,2,2.58
l582_1,n4734,n7913,380,6.350312476,0.774428351,2,2.58
l951_1,n4726,n7913,380,5.493081188,0.66988795,2,2.58
l813_1,n7682,n7916,380,16.12408713,1.966352089,2,2.58
l11024_1,n6850,n7916,380,2.144176631,0.261484955,2,2.58
l868_1,n4527,n7933,380,1.676379657,0.204436544,2,2.58
l983_1,n4507,n7933,380,9.692248233,1.181981492,2,2.58
l810_1,n7641,n7933,380,11.75147773,1.433107041,2,2.58
l11022_1,n7275,n7934,380,5.35830834,0.653452237,2,2.58
l593_1,n5596,n7934,380,20.74004552,2.529273844,2,2.58
l7314_1,n5599,n7934,380,1.752603081,0.213732083,2,2.58
l874_1,n5592,n7939,380,1.444358422,0.176141271,2,2.58
l6918_1,n5552,n7939,380,13.75463462,1.677394466,2,2.58
l7307_1,n5596,n7939,380,2.229286814,0.271864246,2,2.58
l1045_1,n4705,n7941,380,4.877958638,0.594873005,2,2.58
l923_1,n4697,n7941,380,6.971356967,0.850165484,2,2.58
l993_1,n3501,n7944,380,8.245003035,1.005488175,2,2.58
l739_1,n7783,n7944,380,9.164726312,1.11764955,2,2.58
l548,n3492,n7944,380,2.910839816,0.354980465,1,2.58
l966,n3481,n7959,380,1.407244153,0.171615141,1,2.58
l732_1,n3483,n7959,380,15.07452929,1.83835723,2,2.58
l1002_1,n3477,n7959,380,13.41737582,1.636265343,2,2.58
l205_1,n4510,n7961,380,16.8193613,2.051141622,2,2.58
l802_1,n5556,n7967,380,10.15243815,1.238102214,2,2.58
l869_1,n5536,n7967,380,2.58030009,0.314670743,2,2.58
l886,n4682,n7976,380,1.691520578,0.206282997,1,2.58
l527_1,n4681,n7976,380,9.667806047,1.179000738,3,2.58
l1037_1,n4649,n7976,380,8.514032946,1.038296701,3,2.58
l1032_1,n4627,n7983,380,6.26696603,0.76426415,2,2.58
l576_1,n4836,n7983,380,8.070614007,0.98422122,2,2.58
l836,n4626,n7983,380,1.821020951,0.222075726,1,2.58
l1022_1,n4737,n7998,380,3.920208258,0.478074178,2,2.58
l780_1,n4738,n7998,380,2.398158096,0.292458304,2,2.58
l585_1,n4739,n7998,380,6.704805833,0.817659248,2,2.58
l1031,n7786,n8002,380,1.198972408,0.146216147,1,2.58
l1030,n5693,n8002,380,5.141672173,0.627033192,1,2.58
l587,n7941,n8002,380,9.894225521,1.206612868,1,2.58
l530,n4736,n8013,380,15.0709711,1.837923305,1,2.58
l967,n4712,n8013,380,1.798304061,0.219305373,1,2.58
l9612_1,n6847,n8013,380,5.294260425,0.645641515,3,2.58
l645_1,n4697,n8015,380,3.659218086,0.446246108,3,2.58
l665_1,n5738,n8015,380,8.916403846,1.087366323,2,2.58
l1044_1,n5660,n8015,380,3.424285109,0.417595745,3,2.58
l785_1,n4647,n8028,380,9.350420002,1.140295122,2,2.58
l1047_1,n4645,n8028,380,2.373705009,0.289476221,2,2.58
l601,n6842,n8028,380,1.609226789,0.196247169,1,2.58
l743_1,n3500,n8046,380,8.530311777,1.040281924,2,2.58
l537_1,n3490,n8046,380,11.65552381,1.421405343,2,2.58
l1033_1,n4653,n8047,380,1.923833266,0.234613813,2,2.58
l759_1,n4627,n8047,380,6.431376118,0.784314161,2,2.58
l757_1,n4779,n8047,380,2.690197638,0.328072883,2,2.58
l908_1,n5661,n8051,380,4.401159409,0.536726757,2,2.58
l907_1,n5694,n8051,380,14.57359295,1.777267433,2,2.58
l1028_1,n8051,n8052,380,3.151868652,0.384374226,2,2.58
l7484_1,n5739,n8052,380,2.779686571,0.338986167,2,2.58
l931_1,n5659,n8052,380,3.303992379,0.4029259,2,2.58
l6942_1,n7269,n8061,380,13.61328069,1.660156182,3,2.58
l631_1,n7889,n8061,380,4.296410361,0.523952483,3,2.58
l1009_1,n7798,n8061,380,2.688530408,0.327869562,3,2.58
l980_1,n7967,n8066,380,8.975575715,1.094582404,2,2.58
l901,n5554,n8066,380,2.215808848,0.270220591,1,2.58
l7308_1,n5597,n8066,380,1.310278329,0.15979004,2,2.58
l11572_2,n3307,n7769,220,18.83321069,3.754128377,2,1.29
l9636_2,n4715,n7261,380,20.26964189,2.471907548,2,2.58
l11025_2,n6850,n7788,380,1.416640774,0.17276107,2,2.58
l18_2,n4551,n7988,380,2.213131765,0.269894118,2,2.58
l697_2,n3310,n3316,220,10.57967603,2.108905522,2,1.29
l700_2,n3303,n3316,220,10.62850254,2.11863838,2,1.29
l685_2,n3321,n3348,220,15.24538325,3.038946827,2,1.29
l681_2,n3454,n3458,220,18.56247617,3.700161363,2,1.29
l7492_2,n3458,n3460,220,2.256263065,0.449753435,2,1.29
l682_2,n3454,n3463,220,13.72126756,2.73513639,2,1.29
l556_2,n3464,n3466,220,8.434497585,1.6812952,2,1.29
l850_2,n3474,n3482,220,4.676051464,0.932103282,2,1.29
l851_2,n3482,n3487,220,8.524422084,1.699220349,2,1.29
l852_2,n3482,n3487,220,8.58951495,1.712195671,2,1.29
l653_2,n3489,n3491,220,10.81912363,2.15663594,2,1.29
l652_2,n3494,n3499,220,16.55823375,3.300644601,2,1.29
l687_2,n3464,n3504,220,6.31173182,1.258152522,2,1.29
l854_2,n3463,n3504,220,5.780606763,1.152280418,2,1.29
l5529_2,n4576,n7988,380,4.73713041,0.57769883,2,2.58
l7491_2,n3456,n3848,220,2.555411032,0.509384259,2,1.29
l5564_2,n4543,n7988,380,2.010995043,0.245243298,2,2.58
l698_2,n3316,n4500,220,24.45916731,4.875581523,2,1.29
l699_2,n4500,n4511,220,16.61215235,3.311392495,2,1.29
l561_2,n4513,n4522,220,8.026087571,1.599884566,2,1.29
l702_2,n4520,n4523,220,5.994249816,1.194867073,2,1.29
l703_2,n4520,n4526,220,5.046582106,1.005963211,2,1.29
l704_2,n4524,n4530,220,7.843338109,1.563456101,2,1.29
l6693_2,n4505,n4531,220,4.972169359,0.991130105,2,1.29
l912_2,n4532,n4533,220,10.98727726,2.190154936,2,1.29
