ID,Node,Technology,Fuel,Capacity,Efficiency,Emission,VariableCost,Latitude,Longitude
p2523,n5713,solar,sun,42.16566,1,0,0,53.664985,7.518768
p2524,n5714,solar,sun,62.64697,1,0,0,54.383756,10.324402
p2525,n5654,solar,sun,16.66961,1,0,0,54.250785,8.057098
p2526,n5722,solar,sun,0.16106,1,0,0,53.939921,6.966705
p2527,n5734,solar,sun,2.39466,1,0,0,54.922407,7.787933
p2528,n5726,solar,sun,2.32377,1,0,0,53.691828,6.48056
p2529,n5732,solar,sun,38.97711,1,0,0,53.931837,9.327393
p2530,n5733,solar,sun,11.8328,1,0,0,52.847571,7.161713
p2531,n5734,solar,sun,304.19998,1,0,0,54.792768,9.253235
p2532,n5735,solar,sun,8.4369,1,0,0,53.721092,9.324646
p2533,n5738,solar,sun,110.02797,1,0,0,52.591369,8.815155
p2534,n5739,solar,sun,32.12495,1,0,0,53.025522,8.592682
p2535,n6839,solar,sun,36.63972,1,0,0,51.272,6.466
p2536,n6841,solar,sun,7.04801,1,0,0,51.648,7.696
p2537,n6842,solar,sun,57.59253,1,0,0,51.628,7.696
p2538,n6843,solar,sun,15.86886,1,0,0,51.5,6.925
p2539,n6844,solar,sun,4.25404,1,0,0,51.48,6.925
p2540,n6845,solar,sun,50.37946,1,0,0,49.135003,8.687439
p2541,n6846,solar,sun,28.8123,1,0,0,49.315,8.648
p2542,n6847,solar,sun,35.57764,1,0,0,49.295,8.648
p2543,n6848,solar,sun,23.10431,1,0,0,52.364,9.279
p2544,n6849,solar,sun,33.07322,1,0,0,52.344,9.279
p2545,n6850,solar,sun,6.937,1,0,0,51.817105,13.083344
p2546,n6851,solar,sun,6.1772,1,0,0,49.546,8.546
p2547,n6852,solar,sun,10.67368,1,0,0,49.526,8.546
p2548,n6853,solar,sun,34.37047,1,0,0,47.61638306,9.663429844
p2549,n6854,solar,sun,20.19197,1,0,0,49.771509,6.560211
p2550,n7151,solar,sun,43.07471,1,0,0,48.80955365,9.357741096
p2551,n7261,solar,sun,84.73315,1,0,0,50.05625693,9.069206266
p2552,n7264,solar,sun,18.13244,1,0,0,53.412,7.156
p2553,n7266,solar,sun,6.6662,1,0,0,49.467,8.598
p2554,n7267,solar,sun,24.428,1,0,0,49.447,8.598
p2555,n7268,solar,sun,37.13674,1,0,0,49.444,7.605
p2556,n7269,solar,sun,17.7786,1,0,0,49.424,7.605
p2557,n7270,solar,sun,11.48039,1,0,0,49.103,9.123
p2558,n7271,solar,sun,80.13436,1,0,0,49.083,9.123
p2559,n7272,solar,sun,99.16316,1,0,0,52.02686869,11.86080573
p2560,n7273,solar,sun,46.36574,1,0,0,47.62718878,7.61211063
p2561,n7274,solar,sun,18.54339,1,0,0,49.98119623,8.852365902
p2562,n7275,solar,sun,158.66096,1,0,0,52.70540096,13.51945041
p2563,n7276,solar,sun,105.27489,1,0,0,47.63669112,9.802352407
p2564,n7277,solar,sun,0.25721,1,0,0,48.78620463,9.348505081
p2565,n7278,solar,sun,29.2689,1,0,0,48.63849157,9.436338729
p2566,n7279,solar,sun,40.7463,1,0,0,47.90642777,8.413851382
p2567,n7280,solar,sun,45.42565,1,0,0,47.964181,8.503418
p2568,n7281,solar,sun,57.47949,1,0,0,48.75610459,9.442251622
p2569,n7282,solar,sun,36.99715,1,0,0,50.92743082,6.807611836
p2570,n7486,solar,sun,18.79575,1,0,0,53.673121,9.275208
p2571,n7487,solar,sun,21.45189,1,0,0,50.894372,11.597443
p2572,n7489,solar,sun,72.04448,1,0,0,52.614723,12.233276
p2573,n7610,solar,sun,40.86869,1,0,0,52.704683,12.978973
p2574,n7637,solar,sun,1.30552,1,0,0,52.114096,14.440155
p2575,n7641,solar,sun,70.48985,1,0,0,50.959292,13.128662
p2576,n7649,solar,sun,35.42551,1,0,0,47.800242,8.878326
p2577,n7652,solar,sun,45.57965,1,0,0,49.408,7.177
p2578,n7653,solar,sun,37.57057,1,0,0,49.388,7.177
p2579,n7672,solar,sun,163.16014,1,0,0,51.010299,10.345001
p2580,n7681,solar,sun,19.4055,1,0,0,52.792797,7.130127
p2581,n7682,solar,sun,310.15061,1,0,0,51.567681,12.171478
p2582,n7688,solar,sun,64.29365,1,0,0,53.559073,12.553253
p2583,n7704,solar,sun,48.44447,1,0,0,50.264765,7.505035
p2584,n7711,solar,sun,37.64202,1,0,0,49.349283,6.844482
p2585,n7712,solar,sun,37.4854,1,0,0,50.306007,8.12439
p2586,n7720,solar,sun,5.9995,1,0,0,53.582,12.133
p2587,n7721,solar,sun,6.90567,1,0,0,53.562,12.133
p2588,n7723,solar,sun,45.71712,1,0,0,51.401,6.503
p2589,n7724,solar,sun,30.40103,1,0,0,51.381,6.503
p2590,n7726,solar,sun,47.72216,1,0,0,53.188756,13.94165
p2591,n7745,solar,sun,75.34625,1,0,0,49.884017,10.020905
p2592,n7756,solar,sun,576.74287,1,0,0,49.60804,10.007172
p2593,n7760,solar,sun,65.55443,1,0,0,53.625095,11.725159
p2594,n7769,solar,sun,59.56108,1,0,0,47.538,11.216
p2595,n7783,solar,sun,120.83625,1,0,0,48.281365,10.06485
p2596,n7786,solar,sun,21.66909,1,0,0,52.503684,7.337494
p2597,n7788,solar,sun,48.12631,1,0,0,51.825593,13.165741
p2598,n7790,solar,sun,9.89572,1,0,0,49.845,6.632
p2599,n7791,solar,sun,1.27714,1,0,0,49.825,6.632
p2600,n7795,solar,sun,12.01897,1,0,0,50.993879,8.032379
p2601,n7798,solar,sun,7.6572,1,0,0,49.562634,8.456726
p2602,n7800,solar,sun,20.00938,1,0,0,51.76869,7.993927
p2603,n7805,solar,sun,13.01379,1,0,0,50.66339,12.906189
p2604,n7823,solar,sun,24.87798,1,0,0,49.546598,6.619263
p2605,n7850,solar,sun,142.67675,1,0,0,48.441045,11.02066
p2606,n7852,solar,sun,26.85194,1,0,0,51.899376,8.544617
p2607,n7857,solar,sun,34.4346,1,0,0,48.370848,11.737518
p2608,n7863,solar,sun,10.01342,1,0,0,51.97473,8.644867
p2609,n7870,solar,sun,60.9664,1,0,0,52.261434,14.317932
p2610,n7871,solar,sun,14.02009,1,0,0,53.874392,9.394684
p2611,n7872,solar,sun,30.21858,1,0,0,51.813,7.942
p2612,n7878,solar,sun,14.62181,1,0,0,53.61695,9.615784
p2613,n7879,solar,sun,38.19178,1,0,0,53.084952,9.025269
p2614,n7884,solar,sun,21.61854,1,0,0,52.170563,9.070587
p2615,n7888,solar,sun,25.20599,1,0,0,49.433,8.308
p2616,n7889,solar,sun,57.33083,1,0,0,49.413,8.308
p2617,n7890,solar,sun,39.0252,1,0,0,49.832668,8.482819
p2618,n7892,solar,sun,123.01422,1,0,0,51.063839,12.626038
p2619,n7897,solar,sun,33.99265,1,0,0,51.388923,8.856354
p2620,n7901,solar,sun,6.99589,1,0,0,53.748711,13.276978
p2621,n7907,solar,sun,132.76752,1,0,0,50.867511,12.062988
p2622,n7910,solar,sun,72.77948,1,0,0,49.782151,9.50592
p2623,n7913,solar,sun,12.95653,1,0,0,50.195364,8.756104
p2624,n7916,solar,sun,121.49601,1,0,0,51.76529,12.988586
p2625,n7933,solar,sun,42.18614,1,0,0,50.952371,13.808441
p2626,n7934,solar,sun,63.33587,1,0,0,52.838447,13.314056
p2627,n7938,solar,sun,13.85799,1,0,0,51.76869,9.770966
p2628,n7939,solar,sun,3.57752,1,0,0,53.648708,13.274231
p2629,n7941,solar,sun,112.43144,1,0,0,52.459357,7.969208
p2630,n7944,solar,sun,130.57301,1,0,0,48.459263,10.453491
p2631,n7952,solar,sun,18.94654,1,0,0,53.234811,8.32901
p2632,n7959,solar,sun,98.34862,1,0,0,48.451066,9.185944
p2633,n7967,solar,sun,79.98585,1,0,0,53.012305,12.075348
p2634,n7975,solar,sun,27.98118,1,0,0,48.867425,8.477325
p2635,n7976,solar,sun,27.12006,1,0,0,51.037076,7.546234
p2636,n7983,solar,sun,101.2532,1,0,0,50.981776,6.227875
p2637,n7984,solar,sun,241.94885,1,0,0,48.391826,12.788086
p2638,n7988,solar,sun,16.02893,1,0,0,52.37308413,12.9357145
p2639,n7989,solar,sun,35.66088,1,0,0,53.116284,13.930664
p2640,n7996,solar,sun,30.56677,1,0,0,50.814612,8.059845
p2641,n7998,solar,sun,44.2832,1,0,0,51.145756,9.125519
p2642,n8002,solar,sun,84.1186,1,0,0,52.533767,7.389679
p2643,n8013,solar,sun,40.11193,1,0,0,49.22836,8.894806
p2644,n8015,solar,sun,73.56974,1,0,0,52.46605,8.374329
p2645,n8016,solar,sun,13.29468,1,0,0,50.6303,11.601562
p2646,n8028,solar,sun,91.26775,1,0,0,51.697246,7.693176
p2647,n8043,solar,sun,26.48683,1,0,0,54.258005,10.053864
p2648,n8045,solar,sun,214.36179,1,0,0,48.027,10.761
p2649,n8046,solar,sun,202.92482,1,0,0,48.007,10.761
p2650,n8047,solar,sun,54.08809,1,0,0,50.771208,6.811523
p2651,n8051,solar,sun,2.44224,1,0,0,53.182173,8.419647
p2652,n8055,solar,sun,17.67571,1,0,0,51.955268,8.4375
p2653,n8060,solar,sun,47.18119,1,0,0,53.196984,8.595428
p2654,n8061,solar,sun,125.94209,1,0,0,49.561743,8.305664
p2655,n3303,solar,sun,7.8551,1,0,0,48.637446,12.172852
p2656,n3305,solar,sun,2.85893,1,0,0,48.79239,11.501312
p2657,n3310,solar,sun,22.74789,1,0,0,48.862,11.363
p2658,n3311,solar,sun,0.7488,1,0,0,48.842,11.363
p2659,n3312,solar,sun,11.29844,1,0,0,48.545705,11.778717
p2660,n3314,solar,sun,0.4697,1,0,0,48.266741,11.589203
p2661,n3316,solar,sun,0.74925,1,0,0,48.868328,11.841888
p2662,n3317,solar,sun,0.988,1,0,0,48.992834,12.034149
p2663,n3318,solar,sun,0.5643,1,0,0,48.20088,12.628784
p2664,n3319,solar,sun,0.74646,1,0,0,48.659222,12.292328
p2665,n3321,solar,sun,0.264,1,0,0,48.686,13.035
p2666,n3322,solar,sun,4.4379,1,0,0,48.666,13.035
p2667,n3324,solar,sun,5.23318,1,0,0,48.801436,12.741394
p2668,n3470,solar,sun,4.455,1,0,0,48.079914,8.528137
p2669,n3471,solar,sun,0.01908,1,0,0,48.781533,8.567963
p2670,n3473,solar,sun,1.49416,1,0,0,48.244797,8.861847
p2671,n3477,solar,sun,6.01984,1,0,0,48.037692,9.396057
p2672,n3485,solar,sun,2.673,1,0,0,48.397297,9.600677
p2673,n3496,solar,sun,0.74816,1,0,0,48.79239,10.095062
p2674,n3497,solar,sun,2.996,1,0,0,48.622016,10.204926
p2675,n3500,solar,sun,3.358,1,0,0,48.305,10.783
p2676,n3501,solar,sun,6.78612,1,0,0,48.62837,10.829773
p2677,n4499,solar,sun,3.49272,1,0,0,50.21558,11.179962
p2678,n4502,solar,sun,3.218,1,0,0,51.605225,11.455994
p2679,n4505,solar,sun,5.5,1,0,0,52.238,11.746
p2680,n4510,solar,sun,5.06063,1,0,0,49.688066,12.049255
p2681,n4512,solar,sun,8.833,1,0,0,49.34,12.031
p2682,n4520,solar,sun,0.74928,1,0,0,50.86,12.802
p2683,n4527,solar,sun,0.00693,1,0,0,51.013755,13.815308
p2684,n4529,solar,sun,3.00748,1,0,0,51.75849,12.181091
p2685,n4532,solar,sun,9.3456,1,0,0,52.331982,12.139893
p2686,n4538,solar,sun,4.99976,1,0,0,51.31,13.447
p2687,n4540,solar,sun,0.7466,1,0,0,51.794178,14.397583
p2688,n4545,solar,sun,12.243,1,0,0,52.476,13.894
p2689,n4546,solar,sun,7.5122,1,0,0,52.456,13.894
p2690,n4549,solar,sun,0.606,1,0,0,51.146617,14.80957
p2691,n4553,solar,sun,0.432,1,0,0,51.268789,12.384338
p2692,n4554,solar,sun,3.3116,1,0,0,50.490716,11.147003
p2693,n4555,solar,sun,16.22244,1,0,0,51.730431,14.595337
p2694,n4556,solar,sun,16.01764,1,0,0,51.501049,14.206696
p2695,n4558,solar,sun,0.6084,1,0,0,51.733833,13.167114
p2696,n4580,solar,sun,9.9972,1,0,0,49.473,6.74
p2697,n4587,solar,sun,0.00231,1,0,0,49.703,8.536
p2698,n4601,solar,sun,0.74844,1,0,0,49.975,6.527
p2699,n4607,solar,sun,7.39728,1,0,0,49.421694,7.257843
p2700,n4611,solar,sun,1.0136,1,0,0,50.095036,7.003784
p2701,n4613,solar,sun,0.01646,1,0,0,50.366,7.381
p2702,n4619,solar,sun,0.01593,1,0,0,50.03,8.352
p2703,n4673,solar,sun,0.02176,1,0,0,51.396,7.28
p2704,n4681,solar,sun,0.74844,1,0,0,50.803,7.921
p2705,n4709,solar,sun,2.8332,1,0,0,49.283036,8.480072
p2706,n4714,solar,sun,0.11016,1,0,0,49.263324,9.547119
p2707,n4730,solar,sun,2.79832,1,0,0,50.657297,8.705292
p2708,n4741,solar,sun,0.74984,1,0,0,51.194836,9.529266
p2709,n4742,solar,sun,3.06006,1,0,0,51.306579,9.552612
p2710,n4764,solar,sun,0.74928,1,0,0,50.942854,10.393066
p2711,n4765,solar,sun,6.18604,1,0,0,49.628504,11.023407
p2712,n4767,solar,sun,4.831,1,0,0,51.47454,11.017914
p2713,n4777,solar,sun,4.247,1,0,0,49.939731,10.259857
p2714,n4783,solar,sun,10.14024,1,0,0,50.406767,11.046753
p2715,n4787,solar,sun,5.74164,1,0,0,49.834,6.699
p2716,n4854,solar,sun,1.77984,1,0,0,49.927356,9.908295
p2717,n5534,solar,sun,0.15635,1,0,0,53.563152,11.46286
p2718,n5535,solar,sun,9.9792,1,0,0,53.456985,13.981476
p2719,n5542,solar,sun,6.279,1,0,0,54.14366,12.128323
p2720,n5550,solar,sun,9.97464,1,0,0,53.837943,13.141022
p2721,n5552,solar,sun,3.75314,1,0,0,54.103,13.601
p2722,n5554,solar,sun,13.991,1,0,0,53.334153,12.253876
p2723,n5556,solar,sun,8.28472,1,0,0,52.733797,11.759491
p2724,n5592,solar,sun,18.24787,1,0,0,53.621838,13.351135
p2725,n5596,solar,sun,9.74985,1,0,0,53.574569,13.216553
p2726,n5597,solar,sun,15.317,1,0,0,53.273426,12.396698
p2727,n5667,solar,sun,2.385,1,0,0,53.034,9.234
p2728,n5685,solar,sun,8.798,1,0,0,53.435719,10.458984
p2729,n5686,solar,sun,7.596,1,0,0,53.264392,10.441132
p2730,n5694,solar,sun,1.4995,1,0,0,53.467613,9.001923
p2731,n5696,solar,sun,0.74844,1,0,0,54.732,9.407
p2732,n5735,solar,sun,7.606,1,0,0,53.721092,9.324646
p2733,n7275,solar,sun,9.984,1,0,0,52.70540096,13.51945041
p2734,n7279,solar,sun,0.7491,1,0,0,47.90642777,8.413851382
p2735,n7672,solar,sun,1.46124,1,0,0,51.010299,10.345001
p2736,n7682,solar,sun,9.89604,1,0,0,51.567681,12.171478
p2737,n7688,solar,sun,9.972,1,0,0,53.559073,12.553253
p2738,n7704,solar,sun,0.7,1,0,0,50.264765,7.505035
p2739,n7720,solar,sun,0.2574,1,0,0,53.582,12.133
p2740,n7756,solar,sun,2.69885,1,0,0,49.60804,10.007172
p2741,n7760,solar,sun,0.099,1,0,0,53.625095,11.725159
p2742,n7783,solar,sun,2.60712,1,0,0,48.281365,10.06485
p2743,n7790,solar,sun,4.2336,1,0,0,49.845,6.632
p2744,n7850,solar,sun,0.74984,1,0,0,48.441045,11.02066
p2745,n7910,solar,sun,3.14281,1,0,0,49.782151,9.50592
p2746,n7944,solar,sun,3.941,1,0,0,48.459263,10.453491
p2747,n7967,solar,sun,7.41832,1,0,0,53.012305,12.075348
p2748,n7983,solar,sun,0.74844,1,0,0,50.981776,6.227875
p2749,n7989,solar,sun,3.992,1,0,0,53.116284,13.930664
p2750,n8043,solar,sun,9.2023,1,0,0,54.258005,10.053864
p2751,n8045,solar,sun,10,1,0,0,48.027,10.761
p3059,n5542,wind offshore,wind offshore,336.3,1,0,0,54.14366,12.128323
p3060,n5579,wind offshore,wind offshore,353.5,1,0,0,54.715895,12.870483
p3061,n5655,wind offshore,wind offshore,110.7,1,0,0,53.615321,8.088684
p3062,n5722,wind offshore,wind offshore,325.95,1,0,0,53.939921,6.966705
p3063,n5722,wind offshore,wind offshore,402,1,0,0,54.32213,6.851349
p3064,n3303,wind onshore,wind onshore,6.716,1,0,0,48.637446,12.172852
p3065,n3304,wind onshore,wind onshore,2.3635,1,0,0,47.941187,11.979218
p3066,n3305,wind onshore,wind onshore,2,1,0,0,48.79239,11.501312
p3067,n3306,wind onshore,wind onshore,14.366,1,0,0,48.348035,11.260986
p3068,n3307,wind onshore,wind onshore,3.05455,1,0,0,48.087,11.184
p3069,n3308,wind onshore,wind onshore,12.04,1,0,0,48.067,11.184
p3070,n3309,wind onshore,wind onshore,9.1715,1,0,0,48.277709,11.355743
p3071,n3310,wind onshore,wind onshore,235.6655,1,0,0,48.862,11.363
p3072,n3311,wind onshore,wind onshore,0.00147,1,0,0,48.842,11.363
p3073,n3312,wind onshore,wind onshore,7.2354,1,0,0,48.545705,11.778717
p3074,n3313,wind onshore,wind onshore,3,1,0,0,48.322474,11.681213
p3075,n3314,wind onshore,wind onshore,1.50258,1,0,0,48.266741,11.589203
p3076,n3315,wind onshore,wind onshore,0.09328,1,0,0,48.314255,11.825409
p3077,n3316,wind onshore,wind onshore,4.0693,1,0,0,48.868328,11.841888
p3078,n3317,wind onshore,wind onshore,14.5265,1,0,0,48.992834,12.034149
p3079,n3318,wind onshore,wind onshore,5.418,1,0,0,48.20088,12.628784
p3080,n3319,wind onshore,wind onshore,3.056,1,0,0,48.659222,12.292328
p3081,n3320,wind onshore,wind onshore,0.61034,1,0,0,48.332517,12.929535
p3082,n3321,wind onshore,wind onshore,0.30225,1,0,0,48.686,13.035
p3083,n3322,wind onshore,wind onshore,0.6122,1,0,0,48.666,13.035
p3084,n3324,wind onshore,wind onshore,0.0377,1,0,0,48.801436,12.741394
p3085,n3453,wind onshore,wind onshore,26.945,1,0,0,47.707913,7.871704
p3086,n3454,wind onshore,wind onshore,24.3435,1,0,0,48.114,7.714
p3087,n3455,wind onshore,wind onshore,10.8008,1,0,0,48.094,7.714
p3088,n3456,wind onshore,wind onshore,0.01275,1,0,0,47.609,7.934
p3089,n3458,wind onshore,wind onshore,0.281,1,0,0,47.716,8.149
p3090,n3459,wind onshore,wind onshore,0.005,1,0,0,47.696,8.149
p3091,n3460,wind onshore,wind onshore,0.0035,1,0,0,47.66,8.205
p3092,n3462,wind onshore,wind onshore,83.3153,1,0,0,48.074409,8.386688
p3093,n3463,wind onshore,wind onshore,51.0695,1,0,0,48.499318,7.878571
p3094,n3464,wind onshore,wind onshore,0.01,1,0,0,48.762526,8.245239
p3095,n3465,wind onshore,wind onshore,0.00075,1,0,0,48.992834,8.423767
p3096,n3466,wind onshore,wind onshore,23.11,1,0,0,49.019,8.326
p3097,n3467,wind onshore,wind onshore,3,1,0,0,48.999,8.326
p3098,n3468,wind onshore,wind onshore,0.0155,1,0,0,47.810388,8.962097
p3099,n3469,wind onshore,wind onshore,26.405,1,0,0,47.789171,8.791809
p3100,n3470,wind onshore,wind onshore,11.29,1,0,0,48.079914,8.528137
p3101,n3471,wind onshore,wind onshore,28.75,1,0,0,48.781533,8.567963
p3102,n3472,wind onshore,wind onshore,12.3335,1,0,0,48.516604,8.749237
p3103,n3473,wind onshore,wind onshore,2.0154,1,0,0,48.244797,8.861847
p3104,n3474,wind onshore,wind onshore,0.005,1,0,0,48.816,8.925
p3105,n3475,wind onshore,wind onshore,0.0025,1,0,0,48.796,8.925
p3106,n3476,wind onshore,wind onshore,1.051,1,0,0,48.242967,9.84375
p3107,n3477,wind onshore,wind onshore,15.85,1,0,0,48.037692,9.396057
p3108,n3481,wind onshore,wind onshore,0.00132,1,0,0,48.484756,9.244995
p3109,n3482,wind onshore,wind onshore,0.502,1,0,0,48.831,9.134
p3110,n3483,wind onshore,wind onshore,0.0006,1,0,0,48.811,9.134
p3111,n3485,wind onshore,wind onshore,33.48,1,0,0,48.397297,9.600677
p3112,n3486,wind onshore,wind onshore,29.81,1,0,0,48.621109,9.574585
p3113,n3487,wind onshore,wind onshore,3.455,1,0,0,49.038,9.352
p3114,n3488,wind onshore,wind onshore,13.6,1,0,0,49.018,9.352
p3115,n3489,wind onshore,wind onshore,20.8569,1,0,0,47.952225,10.192566
p3116,n3490,wind onshore,wind onshore,39.1749,1,0,0,47.742094,10.349121
p3117,n3491,wind onshore,wind onshore,0.00497,1,0,0,47.632082,10.26535
p3118,n3492,wind onshore,wind onshore,0.0036,1,0,0,48.563885,10.421906
p3119,n3493,wind onshore,wind onshore,22.6546,1,0,0,48.493857,10.170593
p3120,n3495,wind onshore,wind onshore,0.68,1,0,0,48.189,10.063
p3121,n3496,wind onshore,wind onshore,382.2845,1,0,0,48.79239,10.095062
p3122,n3497,wind onshore,wind onshore,154.34034,1,0,0,48.622016,10.204926
p3123,n3500,wind onshore,wind onshore,0.00053,1,0,0,48.305,10.783
p3124,n3501,wind onshore,wind onshore,32.69683,1,0,0,48.62837,10.829773
p3125,n3502,wind onshore,wind onshore,11.9015,1,0,0,48.499318,10.8284
p3126,n3503,wind onshore,wind onshore,0.0015,1,0,0,48.670106,9.299927
p3127,n3504,wind onshore,wind onshore,11.018,1,0,0,48.643798,8.022766
p3128,n3505,wind onshore,wind onshore,2.104,1,0,0,48.946857,8.522644
p3129,n4496,wind onshore,wind onshore,13.6108,1,0,0,51.316881,12.484589
p3130,n4497,wind onshore,wind onshore,124.786,1,0,0,51.394922,11.943512
p3131,n4498,wind onshore,wind onshore,114.75,1,0,0,52.465214,12.935028
p3132,n4499,wind onshore,wind onshore,49.416,1,0,0,50.21558,11.179962
p3133,n4500,wind onshore,wind onshore,198.4396,1,0,0,49.454735,11.306305
p3134,n4501,wind onshore,wind onshore,0.6,1,0,0,50.658167,11.532898
p3135,n4502,wind onshore,wind onshore,653.102,1,0,0,51.605225,11.455994
p3136,n4503,wind onshore,wind onshore,416.418,1,0,0,52.011091,11.722412
p3137,n4504,wind onshore,wind onshore,466.605,1,0,0,52.171405,11.107178
p3138,n4505,wind onshore,wind onshore,286.5,1,0,0,52.238,11.746
p3139,n4506,wind onshore,wind onshore,78.11,1,0,0,52.218,11.746
p3140,n4507,wind onshore,wind onshore,56.2569,1,0,0,51.18709,14.184723
p3141,n4508,wind onshore,wind onshore,7.225,1,0,0,50.613746,12.786713
p3142,n4509,wind onshore,wind onshore,363.74286,1,0,0,50.271788,11.78009
p3143,n4510,wind onshore,wind onshore,111.8818,1,0,0,49.688066,12.049255
p3144,n4511,wind onshore,wind onshore,19.989,1,0,0,49.36,12.031
p3145,n4512,wind onshore,wind onshore,34.66165,1,0,0,49.34,12.031
p3146,n4513,wind onshore,wind onshore,6.805,1,0,0,50.777,12.079
p3147,n4514,wind onshore,wind onshore,14.685,1,0,0,50.757,12.079
p3148,n4515,wind onshore,wind onshore,8.2,1,0,0,50.591,11.722
p3149,n4516,wind onshore,wind onshore,56.1863,1,0,0,50.571,11.722
p3150,n4517,wind onshore,wind onshore,237.5025,1,0,0,50.992,11.455
p3151,n4518,wind onshore,wind onshore,26.61,1,0,0,50.972,11.455
p3152,n4519,wind onshore,wind onshore,150.492,1,0,0,50.877044,11.733398
p3153,n4520,wind onshore,wind onshore,17.3334,1,0,0,50.86,12.802
p3154,n4521,wind onshore,wind onshore,34.6967,1,0,0,50.84,12.802
p3155,n4522,wind onshore,wind onshore,12.535,1,0,0,50.593699,12.33902
p3156,n4523,wind onshore,wind onshore,41.2895,1,0,0,50.793783,12.532654
p3157,n4524,wind onshore,wind onshore,35.001,1,0,0,51.126,12.695
p3158,n4525,wind onshore,wind onshore,30.185,1,0,0,51.106,12.695
p3159,n4526,wind onshore,wind onshore,12.3472,1,0,0,50.84844,13.040771
p3160,n4527,wind onshore,wind onshore,12.1,1,0,0,51.013755,13.815308
p3161,n4528,wind onshore,wind onshore,262.887,1,0,0,52.568004,12.740021
p3162,n4529,wind onshore,wind onshore,300.658,1,0,0,51.75849,12.181091
p3163,n4530,wind onshore,wind onshore,44.7576,1,0,0,51.308296,12.685089
p3164,n4532,wind onshore,wind onshore,168.882,1,0,0,52.331982,12.139893
p3165,n4533,wind onshore,wind onshore,10,1,0,0,52.575,12.377
p3166,n4535,wind onshore,wind onshore,8.4,1,0,0,52.107,13.362
p3167,n4536,wind onshore,wind onshore,91.49471,1,0,0,52.087,13.362
p3168,n4537,wind onshore,wind onshore,783.59371,1,0,0,51.894292,13.914185
p3169,n4538,wind onshore,wind onshore,215.50388,1,0,0,51.31,13.447
p3170,n4539,wind onshore,wind onshore,18.3012,1,0,0,51.29,13.447
p3171,n4540,wind onshore,wind onshore,82.2695,1,0,0,51.794178,14.397583
p3172,n4544,wind onshore,wind onshore,6,1,0,0,52.437595,13.443146
p3173,n4545,wind onshore,wind onshore,246.48,1,0,0,52.476,13.894
p3174,n4546,wind onshore,wind onshore,4.837,1,0,0,52.456,13.894
p3175,n4547,wind onshore,wind onshore,89.1416,1,0,0,51.532669,14.441528
p3176,n4548,wind onshore,wind onshore,20.0046,1,0,0,51.363207,14.47998
p3177,n4549,wind onshore,wind onshore,194.338,1,0,0,51.146617,14.80957
p3178,n4550,wind onshore,wind onshore,34.90134,1,0,0,52.125058,14.61731
p3179,n4551,wind onshore,wind onshore,40.18,1,0,0,52.409121,12.816925
p3180,n4552,wind onshore,wind onshore,47,1,0,0,52.425873,13.643646
p3181,n4553,wind onshore,wind onshore,115.626,1,0,0,51.268789,12.384338
p3182,n4554,wind onshore,wind onshore,3.91,1,0,0,50.490716,11.147003
p3183,n4555,wind onshore,wind onshore,16,1,0,0,51.730431,14.595337
p3184,n4556,wind onshore,wind onshore,307.38404,1,0,0,51.501049,14.206696
p3185,n4557,wind onshore,wind onshore,1.0746,1,0,0,51.292841,14.672241
p3186,n4558,wind onshore,wind onshore,300.94782,1,0,0,51.733833,13.167114
p3187,n4559,wind onshore,wind onshore,66.1281,1,0,0,50.605903,12.97348
p3188,n4560,wind onshore,wind onshore,39.7765,1,0,0,51.094036,13.581848
p3189,n4561,wind onshore,wind onshore,403.66763,1,0,0,51.415482,11.807556
p3190,n4562,wind onshore,wind onshore,124.82,1,0,0,51.024121,13.130035
p3191,n4575,wind onshore,wind onshore,11.2006,1,0,0,50.668613,11.35025
p3192,n4576,wind onshore,wind onshore,58.65,1,0,0,52.302601,13.168488
p3193,n4577,wind onshore,wind onshore,120.71,1,0,0,52.185721,11.90506
p3194,n4579,wind onshore,wind onshore,179.6,1,0,0,52.259752,14.414062
p3195,n4580,wind onshore,wind onshore,48.1535,1,0,0,49.473,6.74
p3196,n4581,wind onshore,wind onshore,6.46,1,0,0,49.453,6.74
p3197,n4583,wind onshore,wind onshore,0.0024,1,0,0,49.340336,7.029877
p3198,n4584,wind onshore,wind onshore,3,1,0,0,51.56,6.714
p3199,n4585,wind onshore,wind onshore,7.35,1,0,0,51.54,6.714
p3200,n4587,wind onshore,wind onshore,5.9,1,0,0,49.703,8.536
p3201,n4589,wind onshore,wind onshore,52.355,1,0,0,52.173089,8.925018
p3202,n4590,wind onshore,wind onshore,224.635,1,0,0,52.54,9.168
p3203,n4591,wind onshore,wind onshore,27.415,1,0,0,52.52,9.168
p3204,n4592,wind onshore,wind onshore,152.15,1,0,0,51.940032,9.420776
p3205,n4593,wind onshore,wind onshore,57.45,1,0,0,51.814558,9.930267
p3206,n4594,wind onshore,wind onshore,164.84,1,0,0,52.24462,10.180206
p3207,n4595,wind onshore,wind onshore,233.8465,1,0,0,52.117469,10.443878
p3208,n4596,wind onshore,wind onshore,345.41,1,0,0,52.113252,10.965729
p3209,n4599,wind onshore,wind onshore,22.725,1,0,0,49.431519,6.624756
p3210,n4600,wind onshore,wind onshore,108.5535,1,0,0,49.990967,6.256714
