ID,Node,Technology,Fuel,Capacity,Efficiency,Emission,VariableCost,Latitude,Longitude
p673,n3305,ccot,oil,386,0.3553,0.278647802,215.5329592,48.761412,11.503001
p674,n3305,ccot,oil,386,0.3564,0.278647802,214.9015803,48.761412,11.503001
p675,n5697,ccot,oil,38,0.3773,0.278647802,203.604868,53.485203,9.969562
p676,n3304,ccot,oil,23.2,0.3332,0.278647802,229.1011629,47.752396,11.839802
p677,n3304,ccot,oil,23.2,0.3332,0.278647802,229.1011629,47.752396,11.839802
p678,n3304,ccot,oil,23.2,0.3332,0.278647802,229.1011629,47.752396,11.839802
p679,n3304,ccot,oil,23.2,0.3332,0.278647802,229.1011629,47.752396,11.839802
p680,n5732,ccot,oil,44.5,0.3432,0.278647802,222.745249,54.154861,9.076647
p681,n4641,ccot,oil,4.8,0.3817,0.278647802,201.3842493,51.52242,6.57467
p682,n3466,ccot,oil,45,0.3795,0.278647802,202.4881221,49.06081,8.32439
p683,n3466,ccot,oil,25,0.3795,0.278647802,202.4881221,49.06081,8.32439
p684,n4659,ccot,oil,80,0.38,0.278647802,202.2361195,50.85475,6.98084
p685,n4497,ccot,oil,92.5,0.38,0.278647802,202.2361195,51.29976,12.0193
p686,n3488,ccot,oil,77.4,0.3046,0.278647802,249.5826471,48.927497,9.230005
p687,n3488,ccot,oil,85,0.38,0.278647802,202.2361195,48.927497,9.230005
p688,n3488,ccot,oil,262,0.38,0.278647802,202.2361195,48.927497,9.230005
p689,n8046,ccot,oil,11.4,0.3718,0.278647802,206.4545525,48.062671,10.486643
p690,n5668,ccot,oil,88,0.3542,0.278647802,216.1682597,53.966422,9.449486
p691,n5679,ccot,oil,87,0.3553,0.278647802,215.5329592,54.290672,9.722775
p692,n5540,ccot,oil,28,0.3542,0.278647802,216.1682597,53.09818,14.23454
p693,n5540,ccot,oil,34.5,0.3784,0.278647802,203.0448719,53.09818,14.23454
p694,n5540,ccot,oil,106,0.3817,0.278647802,201.3842493,53.09818,14.23454
p695,n5540,ccot,oil,106,0.3828,0.278647802,200.837071,53.09818,14.23454
p696,n5540,ccot,oil,59,0.3971,0.278647802,193.9996156,53.09818,14.23454
p697,n8046,ccot,oil,11.4,0.3663,0.278647802,209.3898131,47.912537,10.61174
p698,n3507,ccot,oil,23.3,0.3124,0.278647802,243.624874,48.815833,9.221111
p699,n3507,ccot,oil,23.3,0.3124,0.278647802,243.624874,48.815833,9.221111
p700,n3507,ccot,oil,23.3,0.3124,0.278647802,243.624874,48.815833,9.221111
p701,n7271,ccot,oil,136,0.3306,0.278647802,230.816683,49.017472,9.157389
p702,n3490,ccot,oil,24,0.3488,0.278647802,219.3451265,47.683464,10.31911
p703,n3490,ccot,oil,10.5,0.3608,0.278647802,212.4145634,47.683464,10.31911
p704,n7878,ccot,oil,50.5,0.3072,0.278647802,247.5631068,53.56625104,9.728479385
p705,n7878,ccot,oil,50.5,0.3072,0.278647802,247.5631068,53.56625104,9.728479385
p706,n4688,ccot,oil,206,0.38,0.278647802,202.2361195,51.27559,7.70637
p707,n4652,ccot,oil,66.3,0.38,0.278647802,202.2361195,50.83051,6.95936
p708,n5643,ccot,oil,56,0.3098,0.278647802,245.5774646,53.565819,8.146245
p709,n4671,ccot,oil,60,0.38,0.278647802,202.2361195,51.268889,7.200278
p710,n7907,ccot,oil,18.5,0.3773,0.278647802,203.604868,51.04885,12.11038
p711,n3312,ccot,oil,46,0.3176,0.278647802,239.8156009,48.45534,11.8019
p712,n5695,ccot,oil,30,0.3564,0.278647802,214.9015803,54.80506,9.43238
p713,n3324,ccot,oil,19,0.3608,0.278647802,212.4145634,48.85906,13.00692
p714,n7653,steam,waste,15,0.3748,0,19.21024546,49.363481,7.237136
p715,n5645,steam,waste,160,0.355666667,0,20.24367385,53.12891,8.68524
p716,n4598,steam,waste,85,0.372,0,19.35483871,49.35485,6.73149
p717,n4663,steam,waste,21,0.372,0,19.35483871,51.41906,6.7385
p718,n4663,steam,waste,60,0.346333333,0,20.7892204,51.459673,6.730574
p719,n4663,steam,waste,95,0.350066667,0,20.56751095,51.459673,6.730574
p720,n4663,steam,waste,170,0.3524,0,20.43132804,51.459673,6.730574
p721,n4664,steam,waste,303,0.355666667,0,20.24367385,51.36787,6.7167
p722,n4664,steam,waste,303,0.356133333,0,20.21714714,51.36787,6.7167
p723,n4585,steam,waste,15,0.3748,0,19.21024546,51.52672,6.71868
p724,n4550,steam,waste,23.5,0.372466667,0,19.33058887,52.16883,14.64079
p725,n4550,steam,waste,45,0.3454,0,20.84539664,52.1674,14.62697
p726,n4550,steam,waste,56,0.3734,0,19.28227102,52.1674,14.62697
p727,n4585,steam,waste,59,0.347733333,0,20.70552147,51.491,6.72749
p728,n4585,steam,waste,101,0.356133333,0,20.21714714,51.491,6.72749
p729,n4585,steam,waste,225,0.368733333,0,19.52630627,51.500603,6.730319
p730,n4676,steam,waste,15,0.3748,0,19.21024546,51.550753,7.187481
p731,n4623,steam,waste,15.5,0.350066667,0,20.56751095,51.06948,6.84669
p732,n4623,steam,waste,19.2,0.350066667,0,20.56751095,51.06948,6.84669
p733,n4623,steam,waste,15.5,0.350066667,0,20.56751095,51.06948,6.84669
p734,n4623,steam,waste,10.4,0.351466667,0,20.48558422,51.06948,6.84669
p735,n4623,steam,waste,33.6,0.351933333,0,20.45842016,51.06948,6.84669
p736,n4497,steam,waste,8.7,0.364533333,0,19.75128018,51.29976,12.0193
p737,n4503,steam,waste,14,0.367333333,0,19.60072595,51.79988,11.7581
p738,n4497,steam,waste,20,0.372,0,19.35483871,51.29976,12.0193
p739,n3472,steam,waste,56,0.350533333,0,20.54012933,48.552941,8.407401
p740,n6842,steam,waste,15,0.3748,0,19.21024546,51.613159,7.50983
p741,n5684,steam,waste,53.6,0.373866667,0,19.25820257,54.0821,10.15
p742,n4666,steam,waste,38,0.3342,0,21.54398564,51.52462,6.8011
p743,n4583,steam,waste,15,0.3748,0,19.21024546,49.33413028,7.031355928
p744,n4595,steam,waste,94.5,0.338866667,0,21.2472949,52.1579,10.39579
p745,n4595,steam,waste,97,0.372,0,19.35483871,52.1579,10.39579
p746,n4595,steam,waste,97,0.372,0,19.35483871,52.1579,10.39579
p747,n8046,steam,waste,6,0.3622,0,19.87852015,47.80811,10.90251
p748,n7711,steam,waste,15,0.3748,0,19.21024546,49.249018,6.879244
p749,n4762,steam,waste,28,0.371533333,0,19.37914947,51.318082,9.849008
p750,n5645,steam,waste,110,0.3552,0,20.27027027,53.12891,8.68524
p751,n4782,steam,waste,19.7,0.345866667,0,20.81727062,50.09847,8.65303
p752,n4612,steam,waste,12.5,0.371533333,0,19.37914947,50.43486,7.43211
p753,n3498,steam,waste,10,0.364066667,0,19.77659769,48.40113,10.9356
p754,n5539,steam,waste,36,0.3664,0,19.65065502,52.532146,13.246072
p755,n4503,steam,waste,35,0.372,0,19.35483871,51.801239,11.75441
p756,n4749,steam,waste,34,0.358466667,0,20.08554956,52.04269,8.60719
p757,n7682,steam,waste,9.9,0.372,0,19.35483871,51.62965,12.28922
p758,n3483,steam,waste,9.5,0.366866667,0,19.62565873,48.68552315,9.049525695
p759,n4657,steam,waste,12,0.363133333,0,19.82742794,50.73382,7.08055
p760,n5739,steam,waste,33,0.371533333,0,19.37914947,53.12482,8.72887
p761,n7879,steam,waste,44,0.372933333,0,19.30639971,53.114562,8.818186
p762,n5694,steam,waste,14,0.3566,0,20.19068985,53.54782,8.61792
p763,n3318,steam,waste,12.5,0.364533333,0,19.75128018,48.18508,12.73606
p764,n4654,steam,waste,48.9,0.346333333,0,20.7892204,51.22455,6.81543
p765,n4654,steam,waste,53.7,0.367333333,0,19.60072595,51.222794,6.813696
p766,n3455,steam,waste,13.6,0.369666667,0,19.47700631,47.89061,7.61608
p767,n4661,steam,waste,38,0.361266667,0,19.92987636,51.51543,6.99382
p768,n4781,steam,waste,26,0.3664,0,19.65065502,50.16173,8.63596
p769,n4781,steam,waste,46.5,0.370133333,0,19.45244957,50.16171,8.63625
p770,n5647,steam,waste,17,0.372,0,19.35483871,53.78181,9.42577
p771,n3486,steam,waste,11,0.371533333,0,19.37914947,48.68232,9.67126
p772,n4556,steam,waste,23.3,0.371066667,0,19.40352138,51.5929,14.0241
p773,n5697,steam,waste,24,0.366866667,0,19.62565873,53.52088514,9.934773445
p774,n4592,steam,waste,14.7,0.326266667,0,22.06783817,52.09875,9.38821
p775,n8028,steam,waste,14.6,0.360333333,0,19.98149861,51.68039,7.74422
p776,n4768,steam,waste,22.5,0.369666667,0,19.47700631,52.41178,9.85297
p777,n4596,steam,waste,37.5,0.3664,0,19.65065502,52.17138,10.97637
p778,n4677,steam,waste,12.5,0.358933333,0,20.05943536,51.55728,7.16406
p779,n4677,steam,waste,17.1,0.371533333,0,19.37914947,51.55728,7.16406
p780,n7282,steam,waste,33.4,0.371066667,0,19.40352138,50.8577189,6.850175
p781,n3305,steam,waste,25.5,0.359866667,0,20.00741015,48.7645,11.49185
p782,n4688,steam,waste,12.6,0.358466667,0,20.08554956,51.3971,7.69674
p783,n4641,steam,waste,16,0.365933333,0,19.67571507,51.52242,6.57467
p784,n4742,steam,waste,14.7,0.360333333,0,19.98149861,51.2976283,9.52410538
p785,n4651,steam,waste,45.1,0.365933333,0,19.67571507,51.0003,6.94358
p786,n4638,steam,waste,13.5,0.358933333,0,20.05943536,51.38038,6.63732
p787,n4638,steam,waste,13.8,0.3678,0,19.57585644,51.38038,6.63732
p788,n4638,steam,waste,1.5,0.356133333,0,20.21714714,51.38038,6.63732
p789,n4638,steam,waste,2.8,0.365933333,0,19.67571507,51.38038,6.63732
p790,n4638,steam,waste,1.5,0.356133333,0,20.21714714,51.38038,6.63732
p791,n4556,steam,waste,15.7,0.3692,0,19.50162514,51.45071,14.11215
p792,n4497,steam,waste,16.3,0.369666667,0,19.47700631,51.29976,12.0193
p793,n4497,steam,waste,16.3,0.3706,0,19.42795467,51.29976,12.0193
p794,n3472,steam,waste,12,0.3636,0,19.8019802,48.552941,8.407401
p795,n4586,steam,waste,28,0.351933333,0,20.45842016,49.48505,8.42622
p796,n4497,steam,waste,25.4,0.369666667,0,19.47700631,51.18158,12.01965
p797,n4506,steam,waste,29.2,0.369666667,0,19.47700631,52.18534,11.67906
p798,n4506,steam,waste,29.2,0.370133333,0,19.45244957,52.18534,11.67906
p799,n4619,steam,waste,15.6,0.371533333,0,19.37914947,50.02594,8.24183
p800,n7798,steam,waste,8.7,0.369666667,0,19.47700631,49.5224,8.45294
p801,n7798,steam,waste,22.1,0.371533333,0,19.37914947,49.5224,8.45294
p802,n7798,steam,waste,8.1,0.372933333,0,19.30639971,49.52277,8.45292
p803,n7798,steam,waste,5.8,0.372933333,0,19.30639971,49.52277,8.45292
p804,n7653,steam,waste,11.6,0.366866667,0,19.62565873,49.33857,7.17001
p805,n4760,steam,waste,18,0.365466667,0,19.70083911,49.438611,11.060556
p806,n4662,steam,waste,40.4,0.362666667,0,19.85294118,51.48548,6.8344
p807,n4662,steam,waste,21.1,0.370133333,0,19.45244957,51.48548,6.8344
p808,n7274,steam,waste,10.4,0.354266667,0,20.32367332,50.06533,8.76898
p809,n4606,steam,waste,15,0.366866667,0,19.62565873,49.22822,7.59553
p810,n4534,steam,waste,2.5,0.368266667,0,19.55104996,52.53505,12.36259
p811,n4534,steam,waste,14.5,0.371533333,0,19.37914947,52.53505,12.36259
p812,n3304,steam,waste,9,0.361733333,0,19.90416513,47.856134,12.134085
p813,n5542,steam,waste,17,0.371533333,0,19.37914947,54.14465,12.14123
p814,n4546,steam,waste,30,0.371533333,0,19.37914947,52.49028,13.82987
p815,n4845,steam,waste,16,0.365933333,0,19.67571507,49.21387,6.83445
p816,n4512,steam,waste,54,0.358933333,0,20.05943536,49.30998,12.08795
p817,n5541,steam,waste,28.9,0.372466667,0,19.33058887,53.083056,14.321443
p818,n4777,steam,waste,24.4,0.364533333,0,19.75128018,50.02969,10.224
p819,n4547,steam,waste,18.7,0.3734,0,19.28227102,51.520132,14.337383
p820,n4503,steam,waste,24,0.371066667,0,19.40352138,51.86615,11.576296
p821,n3507,steam,waste,19.5,0.371533333,0,19.37914947,48.81253,9.21895
p822,n3314,steam,waste,18,0.3636,0,19.8019802,48.180506,11.639612
p823,n3314,steam,waste,22,0.359866667,0,20.00741015,48.180506,11.639612
p824,n4625,steam,waste,24,0.365466667,0,19.70083911,50.83859,6.32117
p825,n4619,steam,waste,10.5,0.373866667,0,19.25820257,50.042129,8.261157
p826,n4648,steam,waste,30,0.356133333,0,20.21714714,51.22515,7.14223
p827,n7745,steam,waste,8.7,0.359866667,0,20.00741015,49.793,9.99406
p828,n7745,steam,waste,12,0.3664,0,19.65065502,49.793,9.99406
p829,n4783,steam,waste,12.1,0.3706,0,19.42795467,50.63879437,10.68695146
p830,n7798,steam,waste,5.6,0.3566,0,20.19068985,49.5224,8.45294
p831,n7798,steam,waste,2.8,0.351466667,0,20.48558422,49.5224,8.45294
p832,n4778,steam,waste,33.4,0.360333333,0,19.98149861,52.28588,7.74613
p833,n7711,steam,waste,42,0.368733333,0,19.52630627,49.249018,6.879244
p834,n3303,ccgt,biomass,17.196,1,0,7.2,48.637446,12.172852
p835,n3304,ccgt,biomass,62.5274,1,0,7.2,47.941187,11.979218
p836,n3305,ccgt,biomass,17.072,1,0,7.2,48.79239,11.501312
p837,n3306,ccgt,biomass,18.009,1,0,7.2,48.348035,11.260986
p838,n3307,ccgt,biomass,7.6418,1,0,7.2,48.087,11.184
p839,n3308,ccgt,biomass,5.444,1,0,7.2,48.067,11.184
p840,n3309,ccgt,biomass,13.747,1,0,7.2,48.277709,11.355743
p841,n3310,ccgt,biomass,24.8158,1,0,7.2,48.862,11.363
p842,n3311,ccgt,biomass,3.3039,1,0,7.2,48.842,11.363
p843,n3312,ccgt,biomass,38.2304,1,0,7.2,48.545705,11.778717
p844,n3313,ccgt,biomass,8.585,1,0,7.2,48.322474,11.681213
p845,n3314,ccgt,biomass,16.128,1,0,7.2,48.266741,11.589203
p846,n3315,ccgt,biomass,40.2568,1,0,7.2,48.314255,11.825409
p847,n3316,ccgt,biomass,12.71,1,0,7.2,48.868328,11.841888
p848,n3317,ccgt,biomass,17.4473,1,0,7.2,48.992834,12.034149
p849,n3318,ccgt,biomass,83.08696,1,0,7.2,48.20088,12.628784
p850,n3319,ccgt,biomass,18.3545,1,0,7.2,48.659222,12.292328
p851,n3320,ccgt,biomass,20.11,1,0,7.2,48.332517,12.929535
p852,n3321,ccgt,biomass,18.7721,1,0,7.2,48.686,13.035
p853,n3322,ccgt,biomass,32.1531,1,0,7.2,48.666,13.035
p854,n3323,ccgt,biomass,8.362,1,0,7.2,47.528329,11.122284
p855,n3324,ccgt,biomass,42.1181,1,0,7.2,48.801436,12.741394
p856,n3453,ccgt,biomass,0.097,1,0,7.2,47.707913,7.871704
p857,n3454,ccgt,biomass,7.669,1,0,7.2,48.114,7.714
p858,n3455,ccgt,biomass,9.5857,1,0,7.2,48.094,7.714
p859,n3456,ccgt,biomass,0.075,1,0,7.2,47.609,7.934
p860,n3457,ccgt,biomass,41.2425,1,0,7.2,47.589,7.934
p861,n3458,ccgt,biomass,2.377,1,0,7.2,47.716,8.149
p862,n3459,ccgt,biomass,0.083,1,0,7.2,47.696,8.149
p863,n3460,ccgt,biomass,1.022,1,0,7.2,47.66,8.205
p864,n3461,ccgt,biomass,4.393,1,0,7.2,47.64,8.205
p865,n3462,ccgt,biomass,8.838,1,0,7.2,48.074409,8.386688
p866,n3463,ccgt,biomass,23.406,1,0,7.2,48.499318,7.878571
p867,n3464,ccgt,biomass,4.5813,1,0,7.2,48.762526,8.245239
p868,n3465,ccgt,biomass,0.19375,1,0,7.2,48.992834,8.423767
p869,n3466,ccgt,biomass,1.1435,1,0,7.2,49.019,8.326
p870,n3467,ccgt,biomass,0.025,1,0,7.2,48.999,8.326
p871,n3468,ccgt,biomass,20.683,1,0,7.2,47.810388,8.962097
p872,n3469,ccgt,biomass,9.3745,1,0,7.2,47.789171,8.791809
p873,n3470,ccgt,biomass,14.4245,1,0,7.2,48.079914,8.528137
p874,n3471,ccgt,biomass,14.1027,1,0,7.2,48.781533,8.567963
p875,n3472,ccgt,biomass,28.7921,1,0,7.2,48.516604,8.749237
p876,n3473,ccgt,biomass,14.348,1,0,7.2,48.244797,8.861847
p877,n3474,ccgt,biomass,10.9077,1,0,7.2,48.816,8.925
p878,n3475,ccgt,biomass,4.6734,1,0,7.2,48.796,8.925
p879,n3476,ccgt,biomass,24.1132,1,0,7.2,48.242967,9.84375
p880,n3477,ccgt,biomass,48.6795,1,0,7.2,48.037692,9.396057
p881,n3478,ccgt,biomass,18.2785,1,0,7.2,47.708837,9.606171
p882,n3479,ccgt,biomass,1.951,1,0,7.2,47.622827,9.732513
p883,n3480,ccgt,biomass,2.5253,1,0,7.2,48.592051,9.280701
p884,n3481,ccgt,biomass,2.6367,1,0,7.2,48.484756,9.244995
p885,n3482,ccgt,biomass,11.461,1,0,7.2,48.831,9.134
p886,n3483,ccgt,biomass,1.7335,1,0,7.2,48.811,9.134
p887,n3484,ccgt,biomass,1.4402,1,0,7.2,48.736267,9.328766
p888,n3485,ccgt,biomass,39.2638,1,0,7.2,48.397297,9.600677
p889,n3486,ccgt,biomass,8.388,1,0,7.2,48.621109,9.574585
p890,n3487,ccgt,biomass,1.286,1,0,7.2,49.038,9.352
p891,n3488,ccgt,biomass,22.044,1,0,7.2,49.018,9.352
p892,n3489,ccgt,biomass,55.8073,1,0,7.2,47.952225,10.192566
p893,n3490,ccgt,biomass,18.9773,1,0,7.2,47.742094,10.349121
p894,n3491,ccgt,biomass,6.9944,1,0,7.2,47.632082,10.26535
p895,n3492,ccgt,biomass,25.871,1,0,7.2,48.563885,10.421906
p896,n3493,ccgt,biomass,12.8823,1,0,7.2,48.493857,10.170593
p897,n3494,ccgt,biomass,6.329,1,0,7.2,48.209,10.063
p898,n3495,ccgt,biomass,9.4803,1,0,7.2,48.189,10.063
p899,n3496,ccgt,biomass,81.5595,1,0,7.2,48.79239,10.095062
p900,n3497,ccgt,biomass,22.512,1,0,7.2,48.622016,10.204926
p901,n3498,ccgt,biomass,9.9439,1,0,7.2,48.424644,10.859985
p902,n3499,ccgt,biomass,5.0311,1,0,7.2,48.325,10.783
p903,n3500,ccgt,biomass,18.73626,1,0,7.2,48.305,10.783
p904,n3501,ccgt,biomass,67.3022,1,0,7.2,48.62837,10.829773
p905,n3502,ccgt,biomass,15.72,1,0,7.2,48.499318,10.8284
p906,n3503,ccgt,biomass,2.3625,1,0,7.2,48.670106,9.299927
p907,n3504,ccgt,biomass,12.0859,1,0,7.2,48.643798,8.022766
p908,n3505,ccgt,biomass,4.8155,1,0,7.2,48.946857,8.522644
p909,n3507,ccgt,biomass,2.6213,1,0,7.2,48.772483,9.229889
p910,n3848,ccgt,biomass,0.13,1,0,7.2,47.593841,7.874779
p911,n4496,ccgt,biomass,7.683,1,0,7.2,51.316881,12.484589
p912,n4497,ccgt,biomass,10.564,1,0,7.2,51.394922,11.943512
p913,n4498,ccgt,biomass,0.64,1,0,7.2,52.465214,12.935028
p914,n4499,ccgt,biomass,15.4335,1,0,7.2,50.21558,11.179962
p915,n4500,ccgt,biomass,41.2645,1,0,7.2,49.454735,11.306305
p916,n4501,ccgt,biomass,1.772,1,0,7.2,50.658167,11.532898
p917,n4502,ccgt,biomass,26.37142,1,0,7.2,51.605225,11.455994
p918,n4503,ccgt,biomass,20.722,1,0,7.2,52.011091,11.722412
p919,n4504,ccgt,biomass,11.0152,1,0,7.2,52.171405,11.107178
p920,n4505,ccgt,biomass,13.05306,1,0,7.2,52.238,11.746
p921,n4506,ccgt,biomass,4.501,1,0,7.2,52.218,11.746
p922,n4507,ccgt,biomass,7.921,1,0,7.2,51.18709,14.184723
p923,n4508,ccgt,biomass,8.6856,1,0,7.2,50.613746,12.786713
p924,n4509,ccgt,biomass,68.7082,1,0,7.2,50.271788,11.78009
p925,n4510,ccgt,biomass,70.41196,1,0,7.2,49.688066,12.049255
p926,n4511,ccgt,biomass,28.9655,1,0,7.2,49.36,12.031
p927,n4512,ccgt,biomass,25.656,1,0,7.2,49.34,12.031
p928,n4513,ccgt,biomass,2.005,1,0,7.2,50.777,12.079
p929,n4514,ccgt,biomass,9.151,1,0,7.2,50.757,12.079
p930,n4515,ccgt,biomass,0.857,1,0,7.2,50.591,11.722
p931,n4516,ccgt,biomass,25.039,1,0,7.2,50.571,11.722
p932,n4517,ccgt,biomass,22.296,1,0,7.2,50.992,11.455
p933,n4518,ccgt,biomass,1.788,1,0,7.2,50.972,11.455
p934,n4519,ccgt,biomass,17.9945,1,0,7.2,50.877044,11.733398
p935,n4520,ccgt,biomass,1.8452,1,0,7.2,50.86,12.802
p936,n4521,ccgt,biomass,4.062,1,0,7.2,50.84,12.802
p937,n4522,ccgt,biomass,11.8795,1,0,7.2,50.593699,12.33902
p938,n4523,ccgt,biomass,15.5073,1,0,7.2,50.793783,12.532654
p939,n4524,ccgt,biomass,1.299,1,0,7.2,51.126,12.695
p940,n4525,ccgt,biomass,3.135,1,0,7.2,51.106,12.695
p941,n4526,ccgt,biomass,5.532,1,0,7.2,50.84844,13.040771
p942,n4527,ccgt,biomass,16.6135,1,0,7.2,51.013755,13.815308
p943,n4528,ccgt,biomass,8.325,1,0,7.2,52.568004,12.740021
p944,n4529,ccgt,biomass,7.343,1,0,7.2,51.75849,12.181091
p945,n4530,ccgt,biomass,18.667,1,0,7.2,51.308296,12.685089
p946,n4531,ccgt,biomass,1.329,1,0,7.2,52.097226,11.862488
p947,n4532,ccgt,biomass,15.273,1,0,7.2,52.331982,12.139893
p948,n4533,ccgt,biomass,5.421,1,0,7.2,52.575,12.377
p949,n4534,ccgt,biomass,0.05,1,0,7.2,52.555,12.377
p950,n4535,ccgt,biomass,1.31,1,0,7.2,52.107,13.362
p951,n4536,ccgt,biomass,40.766,1,0,7.2,52.087,13.362
p952,n4537,ccgt,biomass,9.8606,1,0,7.2,51.894292,13.914185
p953,n4538,ccgt,biomass,41.903,1,0,7.2,51.31,13.447
p954,n4539,ccgt,biomass,4.762,1,0,7.2,51.29,13.447
p955,n4540,ccgt,biomass,2.8599,1,0,7.2,51.794178,14.397583
p956,n4541,ccgt,biomass,20.58,1,0,7.2,52.266,13.83
p957,n4542,ccgt,biomass,3.814,1,0,7.2,52.246,13.83
p958,n4543,ccgt,biomass,0.6018,1,0,7.2,52.406608,13.036652
p959,n4544,ccgt,biomass,32.8053,1,0,7.2,52.437595,13.443146
p960,n4545,ccgt,biomass,15.758,1,0,7.2,52.476,13.894
p961,n4547,ccgt,biomass,4.752,1,0,7.2,51.532669,14.441528
p962,n4548,ccgt,biomass,1.258,1,0,7.2,51.363207,14.47998
p963,n4549,ccgt,biomass,19.1489,1,0,7.2,51.146617,14.80957
p964,n4550,ccgt,biomass,10.80085,1,0,7.2,52.125058,14.61731
p965,n4551,ccgt,biomass,10.331,1,0,7.2,52.409121,12.816925
p966,n4552,ccgt,biomass,1.5934,1,0,7.2,52.425873,13.643646
p967,n4553,ccgt,biomass,13.06852,1,0,7.2,51.268789,12.384338
p968,n4554,ccgt,biomass,6.85,1,0,7.2,50.490716,11.147003
p969,n4555,ccgt,biomass,2.587,1,0,7.2,51.730431,14.595337
p970,n4556,ccgt,biomass,10.974,1,0,7.2,51.501049,14.206696
p971,n4557,ccgt,biomass,16.7373,1,0,7.2,51.292841,14.672241
p972,n4558,ccgt,biomass,10.538,1,0,7.2,51.733833,13.167114
p973,n4559,ccgt,biomass,2.209,1,0,7.2,50.605903,12.97348
p974,n4560,ccgt,biomass,8.038,1,0,7.2,51.094036,13.581848
p975,n4561,ccgt,biomass,13.99575,1,0,7.2,51.415482,11.807556
p976,n4562,ccgt,biomass,8.383,1,0,7.2,51.024121,13.130035
p977,n4575,ccgt,biomass,8.509,1,0,7.2,50.668613,11.35025
p978,n4576,ccgt,biomass,4.0617,1,0,7.2,52.302601,13.168488
p979,n4577,ccgt,biomass,3.019,1,0,7.2,52.185721,11.90506
p980,n4579,ccgt,biomass,8.2329,1,0,7.2,52.259752,14.414062
p981,n4580,ccgt,biomass,1.5063,1,0,7.2,49.473,6.74
p982,n4583,ccgt,biomass,8.078,1,0,7.2,49.340336,7.029877
p983,n4584,ccgt,biomass,7.517,1,0,7.2,51.56,6.714
p984,n4585,ccgt,biomass,1.05,1,0,7.2,51.54,6.714
p985,n4586,ccgt,biomass,3.491,1,0,7.2,49.482401,8.405914
p986,n4587,ccgt,biomass,0.08027,1,0,7.2,49.703,8.536
p987,n4588,ccgt,biomass,2.472,1,0,7.2,49.683,8.536
p988,n4589,ccgt,biomass,5.623,1,0,7.2,52.173089,8.925018
p989,n4590,ccgt,biomass,41.102,1,0,7.2,52.54,9.168
p990,n4591,ccgt,biomass,6.2735,1,0,7.2,52.52,9.168
p991,n4592,ccgt,biomass,24.3825,1,0,7.2,51.940032,9.420776
p992,n4593,ccgt,biomass,8.8695,1,0,7.2,51.814558,9.930267
p993,n4594,ccgt,biomass,11.007,1,0,7.2,52.24462,10.180206
p994,n4595,ccgt,biomass,13.71,1,0,7.2,52.117469,10.443878
p995,n4596,ccgt,biomass,20.575,1,0,7.2,52.113252,10.965729
p996,n4597,ccgt,biomass,2.66004,1,0,7.2,49.909671,9.360352
p997,n4598,ccgt,biomass,0.265,1,0,7.2,49.351967,6.676941
p998,n4599,ccgt,biomass,0.325,1,0,7.2,49.431519,6.624756
p999,n4600,ccgt,biomass,5.9623,1,0,7.2,49.990967,6.256714
p1000,n4601,ccgt,biomass,10.718,1,0,7.2,49.975,6.527
p1001,n4602,ccgt,biomass,2.477,1,0,7.2,49.955,6.527
p1002,n4603,ccgt,biomass,4.8678,1,0,7.2,49.688955,6.648102
p1003,n4604,ccgt,biomass,10.29245,1,0,7.2,50.403266,6.568451
p1004,n4605,ccgt,biomass,6.389,1,0,7.2,49.417,7.701
p1005,n4606,ccgt,biomass,0.009,1,0,7.2,49.397,7.701
p1006,n4607,ccgt,biomass,9.5808,1,0,7.2,49.421694,7.257843
p1007,n4608,ccgt,biomass,1.8556,1,0,7.2,49.398,6.942
p1008,n4609,ccgt,biomass,2.61,1,0,7.2,49.378,6.942
p1009,n4610,ccgt,biomass,12.711,1,0,7.2,49.326912,7.36084
p1010,n4611,ccgt,biomass,15.1485,1,0,7.2,50.095036,7.003784
p1011,n4612,ccgt,biomass,13.9925,1,0,7.2,50.386,7.381
p1012,n4613,ccgt,biomass,4.579,1,0,7.2,50.366,7.381
p1013,n4614,ccgt,biomass,2.764,1,0,7.2,50.333,7.585
p1014,n4616,ccgt,biomass,3.145,1,0,7.2,49.20414,8.411407
p1015,n4617,ccgt,biomass,1.738,1,0,7.2,49.796336,7.724762
p1016,n4618,ccgt,biomass,11.6005,1,0,7.2,50.05,8.352
p1017,n4619,ccgt,biomass,24.816,1,0,7.2,50.03,8.352
p1018,n4620,ccgt,biomass,1.594,1,0,7.2,49.902596,8.393555
p1019,n4621,ccgt,biomass,26.322,1,0,7.2,50.397138,8.11203
p1020,n4622,ccgt,biomass,0.76,1,0,7.2,51.105,6.791
p1021,n4623,ccgt,biomass,1.45,1,0,7.2,51.085,6.791
p1022,n4624,ccgt,biomass,1.253,1,0,7.2,50.996472,6.546478
p1023,n4625,ccgt,biomass,2.158,1,0,7.2,50.831963,6.278687
p1024,n4626,ccgt,biomass,1.94102,1,0,7.2,50.915156,6.236115
p1025,n4627,ccgt,biomass,3.638,1,0,7.2,50.830228,6.465454
p1026,n4628,ccgt,biomass,0.3,1,0,7.2,50.9342,6.513519
p1027,n4631,ccgt,biomass,6.044,1,0,7.2,51.232,6.367
p1028,n4632,ccgt,biomass,1.432,1,0,7.2,51.212,6.367
