Nuclear,Lignite,HardCoal,NaturalGas,Oil(light),Oil(heavy),OtherFuels,Waste,hydro,Biomass,Geothermal,wind onshore,wind offshore,sun
1,1,1,1,1,1,1,1,1,1,1,0.510445663,0.859314775,0.143446479
1,1,1,1,1,1,1,1,1,1,1,0.516687755,0.867880086,0.261815155
1,1,1,1,1,1,1,1,1,1,1,0.554168424,0.867237687,0.389918217
1,1,1,1,1,1,1,1,1,1,1,0.616814284,0.866381156,0.495983209
1,1,1,1,1,1,1,1,1,1,1,0.656909883,0.859957173,0.563725845
1,1,1,1,1,1,1,1,1,1,1,0.67836356,0.858672377,0.573568792
1,1,1,1,1,1,1,1,1,1,1,0.688654576,0.837473233,0.54378664
1,1,1,1,1,1,1,1,1,1,1,0.677688739,0.818415418,0.467178114
1,1,1,1,1,1,1,1,1,1,1,0.657219176,0.805353319,0.346203952
1,1,1,1,1,1,1,1,1,1,1,0.650555321,0.705781585,0.197799812
1,1,1,1,1,1,1,1,1,1,1,0.644819345,0.596573876,0.084823044
1,1,1,1,1,1,1,1,1,1,1,0.59589484,0.627194861,0.018166027
1,1,1,1,1,1,1,1,1,1,1,0.573203993,0.659957173,0.000108562
1,1,1,1,1,1,1,1,1,1,1,0.55534936,0.679229122,0
1,1,1,1,1,1,1,1,1,1,1,0.546211163,0.711349036,0
1,1,1,1,1,1,1,1,1,1,1,0.527934767,0.724625268,0
1,1,1,1,1,1,1,1,1,1,1,0.501194995,0.755460385,0
1,1,1,1,1,1,1,1,1,1,1,0.477604386,0.792077088,0
1,1,1,1,1,1,1,1,1,1,1,0.454463658,0.810278373,0
1,1,1,1,1,1,1,1,1,1,1,0.43632785,0.778158458,0
1,1,1,1,1,1,1,1,1,1,1,0.416448756,0.763169165,0
1,1,1,1,1,1,1,1,1,1,1,0.409588078,0.782012848,0
1,1,1,1,1,1,1,1,1,1,1,0.416308168,0.823768737,0.002894984
1,1,1,1,1,1,1,1,1,1,1,0.403289751,0.846680942,0.042339147
1,1,1,1,1,1,1,1,1,1,1,0.412877829,0.852034261,0.131757979
1,1,1,1,1,1,1,1,1,1,1,0.467032195,0.794218415,0.248027792
1,1,1,1,1,1,1,1,1,1,1,0.524813721,0.747109208,0.340884418
1,1,1,1,1,1,1,1,1,1,1,0.568255307,0.699143469,0.397517551
1,1,1,1,1,1,1,1,1,1,1,0.596766484,0.688222698,0.43634653
1,1,1,1,1,1,1,1,1,1,1,0.598903416,0.671734475,0.458022726
1,1,1,1,1,1,1,1,1,1,1,0.594995079,0.655460385,0.440110009
1,1,1,1,1,1,1,1,1,1,1,0.578461971,0.646680942,0.41029167
1,1,1,1,1,1,1,1,1,1,1,0.560129341,0.643683084,0.336722878
1,1,1,1,1,1,1,1,1,1,1,0.53462674,0.658029979,0.23301006
1,1,1,1,1,1,1,1,1,1,1,0.480388022,0.678800857,0.117174495
1,1,1,1,1,1,1,1,1,1,1,0.417039224,0.783940043,0.030903959
1,1,1,1,1,1,1,1,1,1,1,0.376493744,0.792077088,0.000578997
1,1,1,1,1,1,1,1,1,1,1,0.349557149,0.806423983,0
1,1,1,1,1,1,1,1,1,1,1,0.330437228,0.776445396,0
1,1,1,1,1,1,1,1,1,1,1,0.32335161,0.735331906,0
1,1,1,1,1,1,1,1,1,1,1,0.314410235,0.704496788,0
1,1,1,1,1,1,1,1,1,1,1,0.318402924,0.670877944,0
1,1,1,1,1,1,1,1,1,1,1,0.318374807,0.62248394,0
1,1,1,1,1,1,1,1,1,1,1,0.31013637,0.581798715,0
1,1,1,1,1,1,1,1,1,1,1,0.301897933,0.540685225,0
1,1,1,1,1,1,1,1,1,1,1,0.304540981,0.549250535,0
1,1,1,1,1,1,1,1,1,1,1,0.308983551,0.540899358,0.004378664
1,1,1,1,1,1,1,1,1,1,1,0.273583579,0.47130621,0.06459434
1,1,1,1,1,1,1,1,1,1,1,0.245831576,0.459957173,0.190128103
1,1,1,1,1,1,1,1,1,1,1,0.253282722,0.485867238,0.335999132
1,1,1,1,1,1,1,1,1,1,1,0.258484465,0.491006424,0.458927408
1,1,1,1,1,1,1,1,1,1,1,0.258737523,0.475374732,0.533473258
1,1,1,1,1,1,1,1,1,1,1,0.276479685,0.449250535,0.539697474
1,1,1,1,1,1,1,1,1,1,1,0.285055532,0.44261242,0.50054281
1,1,1,1,1,1,1,1,1,1,1,0.28792352,0.445396146,0.459253094
1,1,1,1,1,1,1,1,1,1,1,0.289329397,0.416702355,0.398132735
1,1,1,1,1,1,1,1,1,1,1,0.271334177,0.368308351,0.307157849
1,1,1,1,1,1,1,1,1,1,1,0.260143399,0.351820128,0.201816603
1,1,1,1,1,1,1,1,1,1,1,0.227920709,0.328907923,0.097488601
1,1,1,1,1,1,1,1,1,1,1,0.185575706,0.311563169,0.019939205
1,1,1,1,1,1,1,1,1,1,1,0.175200337,0.275588865,0.000217124
1,1,1,1,1,1,1,1,1,1,1,0.170673415,0.250321199,0
1,1,1,1,1,1,1,1,1,1,1,0.164037677,0.288865096,0
1,1,1,1,1,1,1,1,1,1,1,0.168536482,0.36359743,0
1,1,1,1,1,1,1,1,1,1,1,0.172163644,0.513704497,0
1,1,1,1,1,1,1,1,1,1,1,0.190833685,0.582869379,0
1,1,1,1,1,1,1,1,1,1,1,0.212905947,0.653319058,0
1,1,1,1,1,1,1,1,1,1,1,0.248249684,0.616702355,0
1,1,1,1,1,1,1,1,1,1,1,0.293209616,0.64882227,0
1,1,1,1,1,1,1,1,1,1,1,0.315759876,0.612847966,0
1,1,1,1,1,1,1,1,1,1,1,0.34646422,0.608779443,0.003401607
1,1,1,1,1,1,1,1,1,1,1,0.392998735,0.666809422,0.046102627
1,1,1,1,1,1,1,1,1,1,1,0.414761704,0.741327623,0.135666208
1,1,1,1,1,1,1,1,1,1,1,0.469197244,0.804496788,0.242201636
1,1,1,1,1,1,1,1,1,1,1,0.55079432,0.817130621,0.342621408
1,1,1,1,1,1,1,1,1,1,1,0.622634613,0.844539615,0.371571253
1,1,1,1,1,1,1,1,1,1,1,0.661211866,0.859528908,0.372512123
1,1,1,1,1,1,1,1,1,1,1,0.692281738,0.847965739,0.368531519
1,1,1,1,1,1,1,1,1,1,1,0.710586251,0.870449679,0.339436926
1,1,1,1,1,1,1,1,1,1,1,0.735976381,0.864668094,0.312296446
1,1,1,1,1,1,1,1,1,1,1,0.743483762,0.873447537,0.256314685
1,1,1,1,1,1,1,1,1,1,1,0.721102207,0.87751606,0.181153651
1,1,1,1,1,1,1,1,1,1,1,0.690172923,0.868736617,0.09441268
1,1,1,1,1,1,1,1,1,1,1,0.621060031,0.876231263,0.02511399
1,1,1,1,1,1,1,1,1,1,1,0.554140306,0.880085653,0.000687559
1,1,1,1,1,1,1,1,1,1,1,0.52551666,0.882226981,0
1,1,1,1,1,1,1,1,1,1,1,0.512863771,0.872162741,0
1,1,1,1,1,1,1,1,1,1,1,0.522648671,0.862312634,0
1,1,1,1,1,1,1,1,1,1,1,0.527119359,0.841755889,0
1,1,1,1,1,1,1,1,1,1,1,0.519921271,0.820985011,0
1,1,1,1,1,1,1,1,1,1,1,0.512245185,0.777730193,0
1,1,1,1,1,1,1,1,1,1,1,0.493322086,0.720342612,0
1,1,1,1,1,1,1,1,1,1,1,0.46776325,0.628051392,0
1,1,1,1,1,1,1,1,1,1,1,0.448221566,0.450535332,0
1,1,1,1,1,1,1,1,1,1,1,0.433881625,0.305353319,0.005210972
1,1,1,1,1,1,1,1,1,1,1,0.38667229,0.214346895,0.063906782
1,1,1,1,1,1,1,1,1,1,1,0.347448334,0.154603854,0.164760802
1,1,1,1,1,1,1,1,1,1,1,0.337438493,0.13490364,0.275892017
1,1,1,1,1,1,1,1,1,1,1,0.337916491,0.108779443,0.364044293
1,1,1,1,1,1,1,1,1,1,1,0.316097287,0.127837259,0.432004053
1,1,1,1,1,1,1,1,1,1,1,0.32152397,0.164882227,0.456140986
1,1,1,1,1,1,1,1,1,1,1,0.318318572,0.252248394,0.445936166
1,1,1,1,1,1,1,1,1,1,1,0.306621679,0.327408994,0.434102917
1,1,1,1,1,1,1,1,1,1,1,0.301307465,0.325267666,0.391836144
1,1,1,1,1,1,1,1,1,1,1,0.291185154,0.374304069,0.307121662
1,1,1,1,1,1,1,1,1,1,1,0.252636019,0.420985011,0.196569443
1,1,1,1,1,1,1,1,1,1,1,0.220778856,0.398286938,0.104979373
1,1,1,1,1,1,1,1,1,1,1,0.190580627,0.367665953,0.027031917
1,1,1,1,1,1,1,1,1,1,1,0.165865317,0.311991435,0.00054281
1,1,1,1,1,1,1,1,1,1,1,0.15239702,0.276017131,0
1,1,1,1,1,1,1,1,1,1,1,0.146857866,0.247109208,0
1,1,1,1,1,1,1,1,1,1,1,0.147982567,0.24882227,0
1,1,1,1,1,1,1,1,1,1,1,0.149304091,0.227623126,0
1,1,1,1,1,1,1,1,1,1,1,0.14590187,0.261670236,0
1,1,1,1,1,1,1,1,1,1,1,0.152875018,0.256531049,0
1,1,1,1,1,1,1,1,1,1,1,0.155996064,0.273447537,0
1,1,1,1,1,1,1,1,1,1,1,0.152312667,0.252890792,0
1,1,1,1,1,1,1,1,1,1,1,0.149810207,0.31627409,0
1,1,1,1,1,1,1,1,1,1,1,0.145873752,0.367023555,0.00510241
1,1,1,1,1,1,1,1,1,1,1,0.135751441,0.4124197,0.051132663
1,1,1,1,1,1,1,1,1,1,1,0.113819767,0.449892934,0.136607078
1,1,1,1,1,1,1,1,1,1,1,0.12163644,0.391006424,0.234276616
1,1,1,1,1,1,1,1,1,1,1,0.137663433,0.378158458,0.299196642
1,1,1,1,1,1,1,1,1,1,1,0.155040067,0.400428266,0.347398133
1,1,1,1,1,1,1,1,1,1,1,0.181723605,0.365738758,0.391112398
1,1,1,1,1,1,1,1,1,1,1,0.210572192,0.364453961,0.41861475
1,1,1,1,1,1,1,1,1,1,1,0.253029664,0.398929336,0.412245784
1,1,1,1,1,1,1,1,1,1,1,0.275889217,0.405139186,0.374176739
1,1,1,1,1,1,1,1,1,1,1,0.287867285,0.497216274,0.316783672
1,1,1,1,1,1,1,1,1,1,1,0.278982145,0.596359743,0.224759354
1,1,1,1,1,1,1,1,1,1,1,0.254294953,0.594432548,0.120141854
1,1,1,1,1,1,1,1,1,1,1,0.218726276,0.704068522,0.031338207
1,1,1,1,1,1,1,1,1,1,1,0.188752987,0.788436831,0.000832308
1,1,1,1,1,1,1,1,1,1,1,0.183973007,0.731905782,0
1,1,1,1,1,1,1,1,1,1,1,0.18655982,0.720342612,0
1,1,1,1,1,1,1,1,1,1,1,0.184422888,0.648394004,0
1,1,1,1,1,1,1,1,1,1,1,0.174750457,0.546038544,0
1,1,1,1,1,1,1,1,1,1,1,0.167692957,0.409850107,0
1,1,1,1,1,1,1,1,1,1,1,0.176325039,0.373447537,0
1,1,1,1,1,1,1,1,1,1,1,0.195051314,0.432976445,0
1,1,1,1,1,1,1,1,1,1,1,0.224968368,0.451391863,0
1,1,1,1,1,1,1,1,1,1,1,0.231041755,0.435331906,0
1,1,1,1,1,1,1,1,1,1,1,0.247631098,0.495931478,0.00470435
1,1,1,1,1,1,1,1,1,1,1,0.239223956,0.626980728,0.049323297
1,1,1,1,1,1,1,1,1,1,1,0.255982005,0.733190578,0.129695303
1,1,1,1,1,1,1,1,1,1,1,0.286686349,0.733190578,0.226170659
1,1,1,1,1,1,1,1,1,1,1,0.311514129,0.70385439,0.298255772
1,1,1,1,1,1,1,1,1,1,1,0.325685365,0.60856531,0.354599407
1,1,1,1,1,1,1,1,1,1,1,0.336004499,0.510920771,0.397807049
1,1,1,1,1,1,1,1,1,1,1,0.325713482,0.418843683,0.440073822
1,1,1,1,1,1,1,1,1,1,1,0.337860256,0.343040685,0.469530289
1,1,1,1,1,1,1,1,1,1,1,0.360747926,0.283083512,0.467033365
1,1,1,1,1,1,1,1,1,1,1,0.37528469,0.229550321,0.395310125
1,1,1,1,1,1,1,1,1,1,1,0.393532968,0.197002141,0.279148875
1,1,1,1,1,1,1,1,1,1,1,0.383326304,0.23640257,0.146377651
1,1,1,1,1,1,1,1,1,1,1,0.344805286,0.25117773,0.039552725
1,1,1,1,1,1,1,1,1,1,1,0.310811191,0.234689507,0.001302743
1,1,1,1,1,1,1,1,1,1,1,0.279516378,0.210492505,0
1,1,1,1,1,1,1,1,1,1,1,0.262280332,0.206852248,0
1,1,1,1,1,1,1,1,1,1,1,0.250077323,0.153319058,0
1,1,1,1,1,1,1,1,1,1,1,0.234640799,0.130406852,0
1,1,1,1,1,1,1,1,1,1,1,0.2200478,0.111134904,0
1,1,1,1,1,1,1,1,1,1,1,0.207001265,0.092505353,0
1,1,1,1,1,1,1,1,1,1,1,0.201546464,0.1248394,0
1,1,1,1,1,1,1,1,1,1,1,0.195754253,0.138329764,0
1,1,1,1,1,1,1,1,1,1,1,0.195023197,0.135546039,0
1,1,1,1,1,1,1,1,1,1,1,0.200365528,0.100214133,0.008721141
1,1,1,1,1,1,1,1,1,1,1,0.17756221,0.111134904,0.085981038
1,1,1,1,1,1,1,1,1,1,1,0.14817939,0.096359743,0.235724108
1,1,1,1,1,1,1,1,1,1,1,0.186616055,0.073875803,0.400665846
1,1,1,1,1,1,1,1,1,1,1,0.242401237,0.052248394,0.470796844
1,1,1,1,1,1,1,1,1,1,1,0.241557711,0.030620985,0.481074039
1,1,1,1,1,1,1,1,1,1,1,0.237087024,0.017558887,0.489541869
1,1,1,1,1,1,1,1,1,1,1,0.231294812,0.008779443,0.507418398
1,1,1,1,1,1,1,1,1,1,1,0.227611416,0.001498929,0.504921474
1,1,1,1,1,1,1,1,1,1,1,0.224406017,0.001713062,0.459289281
1,1,1,1,1,1,1,1,1,1,1,0.224462252,0.008137045,0.374864298
1,1,1,1,1,1,1,1,1,1,1,0.223421904,0.004068522,0.263914019
1,1,1,1,1,1,1,1,1,1,1,0.205904682,0.002569593,0.141094304
1,1,1,1,1,1,1,1,1,1,1,0.170926473,0.004710921,0.04096403
1,1,1,1,1,1,1,1,1,1,1,0.145339519,0.002141328,0.001121806
1,1,1,1,1,1,1,1,1,1,1,0.141852945,0.001927195,0
1,1,1,1,1,1,1,1,1,1,1,0.141093772,0.005995717,0
1,1,1,1,1,1,1,1,1,1,1,0.125910305,0.016488223,0
1,1,1,1,1,1,1,1,1,1,1,0.106959089,0.017558887,0
1,1,1,1,1,1,1,1,1,1,1,0.085364825,0.025267666,0
1,1,1,1,1,1,1,1,1,1,1,0.068550541,0.061456103,0
1,1,1,1,1,1,1,1,1,1,1,0.059721636,0.094004283,0
1,1,1,1,1,1,1,1,1,1,1,0.058906228,0.128479657,0
1,1,1,1,1,1,1,1,1,1,1,0.058259525,0.160813704,0
1,1,1,1,1,1,1,1,1,1,1,0.058568818,0.20235546,0.011218065
1,1,1,1,1,1,1,1,1,1,1,0.0558133,0.227408994,0.11348339
1,1,1,1,1,1,1,1,1,1,1,0.039701954,0.223982869,0.314105812
1,1,1,1,1,1,1,1,1,1,1,0.035624912,0.264453961,0.521278136
1,1,1,1,1,1,1,1,1,1,1,0.059693519,0.282655246,0.609647536
1,1,1,1,1,1,1,1,1,1,1,0.067369605,0.32869379,0.669320402
1,1,1,1,1,1,1,1,1,1,1,0.064951497,0.385438972,0.733082435
1,1,1,1,1,1,1,1,1,1,1,0.066526079,0.445182013,0.777773757
1,1,1,1,1,1,1,1,1,1,1,0.073780402,0.500856531,0.773756966
1,1,1,1,1,1,1,1,1,1,1,0.082046956,0.55738758,0.700079612
1,1,1,1,1,1,1,1,1,1,1,0.095205961,0.613062099,0.559310994
1,1,1,1,1,1,1,1,1,1,1,0.102404049,0.674732334,0.378663965
1,1,1,1,1,1,1,1,1,1,1,0.09464361,0.690792291,0.191575595
1,1,1,1,1,1,1,1,1,1,1,0.084127654,0.692933619,0.051385974
1,1,1,1,1,1,1,1,1,1,1,0.084746239,0.637687366,0.001628429
1,1,1,1,1,1,1,1,1,1,1,0.103978631,0.556745182,0
1,1,1,1,1,1,1,1,1,1,1,0.135863911,0.528051392,0
1,1,1,1,1,1,1,1,1,1,1,0.17117953,0.494218415,0
1,1,1,1,1,1,1,1,1,1,1,0.208603965,0.464453961,0
1,1,1,1,1,1,1,1,1,1,1,0.234078448,0.451820128,0
1,1,1,1,1,1,1,1,1,1,1,0.248165331,0.470021413,0
1,1,1,1,1,1,1,1,1,1,1,0.25626318,0.447109208,0
1,1,1,1,1,1,1,1,1,1,1,0.25797835,0.474732334,0
1,1,1,1,1,1,1,1,1,1,1,0.254604246,0.521413276,3.62E-05
1,1,1,1,1,1,1,1,1,1,1,0.25364825,0.570021413,0.008757328
1,1,1,1,1,1,1,1,1,1,1,0.256713061,0.602997859,0.084895419
1,1,1,1,1,1,1,1,1,1,1,0.251876845,0.589507495,0.22696678
1,1,1,1,1,1,1,1,1,1,1,0.254857304,0.565524625,0.390207715
1,1,1,1,1,1,1,1,1,1,1,0.283284128,0.608351178,0.551385974
1,1,1,1,1,1,1,1,1,1,1,0.325066779,0.692077088,0.676919737
1,1,1,1,1,1,1,1,1,1,1,0.391789681,0.775374732,0.717666643
1,1,1,1,1,1,1,1,1,1,1,0.444425699,0.814989293,0.696279945
1,1,1,1,1,1,1,1,1,1,1,0.4943062,0.84111349,0.656292972
1,1,1,1,1,1,1,1,1,1,1,0.540475186,0.876231263,0.547513932
1,1,1,1,1,1,1,1,1,1,1,0.571123295,0.763811563,0.409459362
1,1,1,1,1,1,1,1,1,1,1,0.589230986,0.700856531,0.259680104
1,1,1,1,1,1,1,1,1,1,1,0.608013496,0.643683084,0.121915032
1,1,1,1,1,1,1,1,1,1,1,0.610769014,0.633190578,0.028949844
1,1,1,1,1,1,1,1,1,1,1,0.617742162,0.656316916,0.000578997
1,1,1,1,1,1,1,1,1,1,1,0.627555181,0.678158458,0
1,1,1,1,1,1,1,1,1,1,1,0.622803318,0.686295503,0
1,1,1,1,1,1,1,1,1,1,1,0.609419373,0.697858672,0
1,1,1,1,1,1,1,1,1,1,1,0.585013356,0.717987152,0
1,1,1,1,1,1,1,1,1,1,1,0.553128075,0.817344754,0
1,1,1,1,1,1,1,1,1,1,1,0.528328413,0.830835118,0
1,1,1,1,1,1,1,1,1,1,1,0.504428511,0.867237687,0
1,1,1,1,1,1,1,1,1,1,1,0.491269507,0.848608137,0
1,1,1,1,1,1,1,1,1,1,1,0.465626318,0.834261242,7.24E-05
1,1,1,1,1,1,1,1,1,1,1,0.437058906,0.872376874,0.008648766
1,1,1,1,1,1,1,1,1,1,1,0.414143118,0.883940043,0.066584642
1,1,1,1,1,1,1,1,1,1,1,0.466694784,0.899571734,0.167583412
1,1,1,1,1,1,1,1,1,1,1,0.539322367,0.897216274,0.265578635
1,1,1,1,1,1,1,1,1,1,1,0.575762688,0.89764454,0.332561337
1,1,1,1,1,1,1,1,1,1,1,0.599522002,0.897002141,0.382499819
1,1,1,1,1,1,1,1,1,1,1,0.626233657,0.831477516,0.415900702
1,1,1,1,1,1,1,1,1,1,1,0.644003936,0.825267666,0.431823116
1,1,1,1,1,1,1,1,1,1,1,0.648193449,0.834047109,0.407722371
1,1,1,1,1,1,1,1,1,1,1,0.66936595,0.792933619,0.353296664
1,1,1,1,1,1,1,1,1,1,1,0.670237593,0.762955032,0.291524933
1,1,1,1,1,1,1,1,1,1,1,0.648868269,0.760171306,0.200803358
1,1,1,1,1,1,1,1,1,1,1,0.596176016,0.771092077,0.112035898
1,1,1,1,1,1,1,1,1,1,1,0.550597498,0.83254818,0.033509445
1,1,1,1,1,1,1,1,1,1,1,0.502150991,0.815203426,0.001447492
1,1,1,1,1,1,1,1,1,1,1,0.462280332,0.810706638,0
1,1,1,1,1,1,1,1,1,1,1,0.429523408,0.833832976,0
1,1,1,1,1,1,1,1,1,1,1,0.427161535,0.851605996,0
1,1,1,1,1,1,1,1,1,1,1,0.410459722,0.810278373,0
1,1,1,1,1,1,1,1,1,1,1,0.402305638,0.840685225,0
1,1,1,1,1,1,1,1,1,1,1,0.404836215,0.81627409,0
1,1,1,1,1,1,1,1,1,1,1,0.389821454,0.847751606,0
1,1,1,1,1,1,1,1,1,1,1,0.365977787,0.842826552,0
1,1,1,1,1,1,1,1,1,1,1,0.345620695,0.844539615,7.24E-05
1,1,1,1,1,1,1,1,1,1,1,0.337297905,0.823768737,0.011073315
1,1,1,1,1,1,1,1,1,1,1,0.306199916,0.781798715,0.088803648
1,1,1,1,1,1,1,1,1,1,1,0.308899199,0.790149893,0.224650793
1,1,1,1,1,1,1,1,1,1,1,0.36206945,0.741755889,0.351451111
1,1,1,1,1,1,1,1,1,1,1,0.401687052,0.754817987,0.426793081
1,1,1,1,1,1,1,1,1,1,1,0.43860537,0.719700214,0.474777448
1,1,1,1,1,1,1,1,1,1,1,0.464136089,0.676231263,0.533835131
1,1,1,1,1,1,1,1,1,1,1,0.486995642,0.725053533,0.55210972
1,1,1,1,1,1,1,1,1,1,1,0.501335583,0.727623126,0.556162698
1,1,1,1,1,1,1,1,1,1,1,0.520202446,0.674946467,0.51867265
1,1,1,1,1,1,1,1,1,1,1,0.527175594,0.641970021,0.434392415
1,1,1,1,1,1,1,1,1,1,1,0.50808379,0.554603854,0.312694507
1,1,1,1,1,1,1,1,1,1,1,0.46776325,0.477944325,0.168886155
1,1,1,1,1,1,1,1,1,1,1,0.369576831,0.450107066,0.051494536
1,1,1,1,1,1,1,1,1,1,1,0.281344018,0.435760171,0.002496924
1,1,1,1,1,1,1,1,1,1,1,0.240995361,0.429122056,0
1,1,1,1,1,1,1,1,1,1,1,0.221903557,0.490149893,0
1,1,1,1,1,1,1,1,1,1,1,0.219710389,0.593576017,0
1,1,1,1,1,1,1,1,1,1,1,0.225952481,0.725481799,0
1,1,1,1,1,1,1,1,1,1,1,0.232616336,0.785653105,0
1,1,1,1,1,1,1,1,1,1,1,0.242457472,0.823768737,0
1,1,1,1,1,1,1,1,1,1,1,0.24304794,0.867023555,0
1,1,1,1,1,1,1,1,1,1,1,0.268578659,0.887366167,0
1,1,1,1,1,1,1,1,1,1,1,0.297005483,0.894646681,0.000108562
1,1,1,1,1,1,1,1,1,1,1,0.327850415,0.864239829,0.017406094
1,1,1,1,1,1,1,1,1,1,1,0.343427527,0.844111349,0.135014837
1,1,1,1,1,1,1,1,1,1,1,0.341037537,0.838972163,0.336324817
1,1,1,1,1,1,1,1,1,1,1,0.380345846,0.841970021,0.54378664
1,1,1,1,1,1,1,1,1,1,1,0.45364825,0.843683084,0.718571325
1,1,1,1,1,1,1,1,1,1,1,0.50546886,0.840042827,0.830172975
1,1,1,1,1,1,1,1,1,1,1,0.52129903,0.822912206,0.877071723
1,1,1,1,1,1,1,1,1,1,1,0.526219598,0.797002141,0.866324094
1,1,1,1,1,1,1,1,1,1,1,0.50808379,0.672805139,0.802779185
1,1,1,1,1,1,1,1,1,1,1,0.477323211,0.486937901,0.6952667
1,1,1,1,1,1,1,1,1,1,1,0.445606636,0.321627409,0.550553666
1,1,1,1,1,1,1,1,1,1,1,0.377759033,0.233832976,0.36046175
1,1,1,1,1,1,1,1,1,1,1,0.305637565,0.177730193,0.173988565
1,1,1,1,1,1,1,1,1,1,1,0.212681007,0.130620985,0.047731056
1,1,1,1,1,1,1,1,1,1,1,0.155939828,0.087794433,0.001809365
1,1,1,1,1,1,1,1,1,1,1,0.131196401,0.061670236,0
1,1,1,1,1,1,1,1,1,1,1,0.120849149,0.046680942,0
1,1,1,1,1,1,1,1,1,1,1,0.106959089,0.047109208,0
1,1,1,1,1,1,1,1,1,1,1,0.099761001,0.033832976,0
1,1,1,1,1,1,1,1,1,1,1,0.106593561,0.039614561,0
1,1,1,1,1,1,1,1,1,1,1,0.120202446,0.05503212,0
1,1,1,1,1,1,1,1,1,1,1,0.145423872,0.082655246,0
1,1,1,1,1,1,1,1,1,1,1,0.184563475,0.078800857,0
1,1,1,1,1,1,1,1,1,1,1,0.223506256,0.108779443,0.000108562
1,1,1,1,1,1,1,1,1,1,1,0.258456348,0.138329764,0.011399001
1,1,1,1,1,1,1,1,1,1,1,0.257584704,0.146680942,0.073858291
1,1,1,1,1,1,1,1,1,1,1,0.249571208,0.201284797,0.174603749
1,1,1,1,1,1,1,1,1,1,1,0.306143681,0.118201285,0.268111746
1,1,1,1,1,1,1,1,1,1,1,0.362378743,0.111777302,0.327639864
1,1,1,1,1,1,1,1,1,1,1,0.384591593,0.153319058,0.368640081
1,1,1,1,1,1,1,1,1,1,1,0.390186982,0.185653105,0.424151408
1,1,1,1,1,1,1,1,1,1,1,0.397244482,0.243040685,0.452884128
1,1,1,1,1,1,1,1,1,1,1,0.389315338,0.338115632,0.426648332
1,1,1,1,1,1,1,1,1,1,1,0.379642907,0.430406852,0.363537671
1,1,1,1,1,1,1,1,1,1,1,0.370251652,0.445824411,0.304878049
1,1,1,1,1,1,1,1,1,1,1,0.338619429,0.396573876,0.222153868
1,1,1,1,1,1,1,1,1,1,1,0.293603262,0.365524625,0.127958312
1,1,1,1,1,1,1,1,1,1,1,0.224771545,0.272805139,0.042628646
1,1,1,1,1,1,1,1,1,1,1,0.175734571,0.261456103,0.003148296
1,1,1,1,1,1,1,1,1,1,1,0.162463096,0.227408994,0
1,1,1,1,1,1,1,1,1,1,1,0.14567693,0.211134904,0
1,1,1,1,1,1,1,1,1,1,1,0.136201322,0.145182013,0
1,1,1,1,1,1,1,1,1,1,1,0.126697596,0.147751606,0
1,1,1,1,1,1,1,1,1,1,1,0.117278223,0.117773019,0
1,1,1,1,1,1,1,1,1,1,1,0.105215802,0.135760171,0
1,1,1,1,1,1,1,1,1,1,1,0.094137495,0.102997859,0
1,1,1,1,1,1,1,1,1,1,1,0.093518909,0.085653105,0
1,1,1,1,1,1,1,1,1,1,1,0.08736117,0.062098501,0.000180937
1,1,1,1,1,1,1,1,1,1,1,0.075130044,0.033404711,0.01208656
1,1,1,1,1,1,1,1,1,1,1,0.05376072,0.015631692,0.072627922
1,1,1,1,1,1,1,1,1,1,1,0.024912133,0.011991435,0.178005356
1,1,1,1,1,1,1,1,1,1,1,0.016083228,0.0124197,0.301585004
1,1,1,1,1,1,1,1,1,1,1,0.021734852,0.02633833,0.381305638
1,1,1,1,1,1,1,1,1,1,1,0.028005061,0.044325482,0.426974018
1,1,1,1,1,1,1,1,1,1,1,0.032110221,0.055246253,0.445682854
1,1,1,1,1,1,1,1,1,1,1,0.035596795,0.0248394,0.457081856
1,1,1,1,1,1,1,1,1,1,1,0.04043301,0.049892934,0.442534559
1,1,1,1,1,1,1,1,1,1,1,0.04532546,0.039186296,0.377831657
1,1,1,1,1,1,1,1,1,1,1,0.054294953,0.051820128,0.299848013
1,1,1,1,1,1,1,1,1,1,1,0.055785182,0.123340471,0.216472461
1,1,1,1,1,1,1,1,1,1,1,0.059749754,0.14732334,0.124990953
1,1,1,1,1,1,1,1,1,1,1,0.056066357,0.15117773,0.043497141
1,1,1,1,1,1,1,1,1,1,1,0.0471531,0.16359743,0.003003546
1,1,1,1,1,1,1,1,1,1,1,0.039167721,0.214775161,0
1,1,1,1,1,1,1,1,1,1,1,0.031604105,0.241541756,0
1,1,1,1,1,1,1,1,1,1,1,0.033459862,0.219057816,0
1,1,1,1,1,1,1,1,1,1,1,0.041164066,0.176017131,0
1,1,1,1,1,1,1,1,1,1,1,0.046562632,0.144325482,0
1,1,1,1,1,1,1,1,1,1,1,0.051398847,0.170449679,0
1,1,1,1,1,1,1,1,1,1,1,0.05353578,0.183940043,0
1,1,1,1,1,1,1,1,1,1,1,0.054885421,0.164025696,0
1,1,1,1,1,1,1,1,1,1,1,0.05398566,0.15888651,0.000253311
1,1,1,1,1,1,1,1,1,1,1,0.047012512,0.174732334,0.014474922
1,1,1,1,1,1,1,1,1,1,1,0.039195839,0.241327623,0.086198162
