Nuclear,Lignite,HardCoal,NaturalGas,Oil(light),Oil(heavy),OtherFuels,Waste,hydro,Biomass,Geothermal,wind onshore,wind offshore,sun
1,1,1,1,1,1,1,1,1,1,1,0.034472093,0.015417559,0.827169429
1,1,1,1,1,1,1,1,1,1,1,0.038549135,0.014775161,0.745567055
1,1,1,1,1,1,1,1,1,1,1,0.041220301,0.01627409,0.623832959
1,1,1,1,1,1,1,1,1,1,1,0.042007592,0.015631692,0.467648549
1,1,1,1,1,1,1,1,1,1,1,0.04054548,0.025910064,0.299920388
1,1,1,1,1,1,1,1,1,1,1,0.037846197,0.037687366,0.142505609
1,1,1,1,1,1,1,1,1,1,1,0.038858428,0.041327623,0.042158211
1,1,1,1,1,1,1,1,1,1,1,0.045128638,0.035331906,0.002714048
1,1,1,1,1,1,1,1,1,1,1,0.052889076,0.039614561,0
1,1,1,1,1,1,1,1,1,1,1,0.048868269,0.033618844,0
1,1,1,1,1,1,1,1,1,1,1,0.041726416,0.023340471,0
1,1,1,1,1,1,1,1,1,1,1,0.038886546,0.019486081,0
1,1,1,1,1,1,1,1,1,1,1,0.034921974,0.011991435,0
1,1,1,1,1,1,1,1,1,1,1,0.030732462,0.010278373,0
1,1,1,1,1,1,1,1,1,1,1,0.029214115,0.010278373,0
1,1,1,1,1,1,1,1,1,1,1,0.029129762,0.003426124,0.006803213
1,1,1,1,1,1,1,1,1,1,1,0.025137073,0.004068522,0.062278353
1,1,1,1,1,1,1,1,1,1,1,0.016392521,0.001713062,0.196641818
1,1,1,1,1,1,1,1,1,1,1,0.006467032,0.000642398,0.399290729
1,1,1,1,1,1,1,1,1,1,1,0.004470687,0.001284797,0.602952884
1,1,1,1,1,1,1,1,1,1,1,0.005145508,0.005139186,0.766121445
1,1,1,1,1,1,1,1,1,1,1,0.005960917,0.006852248,0.863935731
1,1,1,1,1,1,1,1,1,1,1,0.007872909,0.010278373,0.912716219
1,1,1,1,1,1,1,1,1,1,1,0.009869253,0.026980728,0.915140769
1,1,1,1,1,1,1,1,1,1,1,0.012399831,0.035760171,0.875153796
1,1,1,1,1,1,1,1,1,1,1,0.023168846,0.039400428,0.765433886
1,1,1,1,1,1,1,1,1,1,1,0.024012372,0.036830835,0.6185858
1,1,1,1,1,1,1,1,1,1,1,0.026205539,0.021413276,0.450893826
1,1,1,1,1,1,1,1,1,1,1,0.032531984,0.023982869,0.271440979
1,1,1,1,1,1,1,1,1,1,1,0.043638409,0.030620985,0.121299848
1,1,1,1,1,1,1,1,1,1,1,0.066469844,0.048608137,0.034522689
1,1,1,1,1,1,1,1,1,1,1,0.091466329,0.064882227,0.001954114
1,1,1,1,1,1,1,1,1,1,1,0.142190356,0.097216274,0
1,1,1,1,1,1,1,1,1,1,1,0.189315338,0.110492505,0
1,1,1,1,1,1,1,1,1,1,1,0.227358358,0.119271949,0
1,1,1,1,1,1,1,1,1,1,1,0.240179952,0.154817987,0
1,1,1,1,1,1,1,1,1,1,1,0.215183467,0.15117773,0
1,1,1,1,1,1,1,1,1,1,1,0.185941234,0.091862955,0
1,1,1,1,1,1,1,1,1,1,1,0.17517222,0.039828694,0
1,1,1,1,1,1,1,1,1,1,1,0.177168565,0.015417559,0.004487226
1,1,1,1,1,1,1,1,1,1,1,0.153409251,0.012633833,0.043678078
1,1,1,1,1,1,1,1,1,1,1,0.134767327,0.008993576,0.126257509
1,1,1,1,1,1,1,1,1,1,1,0.106171798,0.012633833,0.250922776
1,1,1,1,1,1,1,1,1,1,1,0.094165612,0.015417559,0.396033871
1,1,1,1,1,1,1,1,1,1,1,0.09180374,0.007494647,0.530505899
1,1,1,1,1,1,1,1,1,1,1,0.104316041,0.001713062,0.634363465
1,1,1,1,1,1,1,1,1,1,1,0.109264727,0.000428266,0.713468915
1,1,1,1,1,1,1,1,1,1,1,0.12596654,0.000214133,0.765795759
1,1,1,1,1,1,1,1,1,1,1,0.155686771,0.001713062,0.759788666
1,1,1,1,1,1,1,1,1,1,1,0.18461971,0.003211991,0.672722009
1,1,1,1,1,1,1,1,1,1,1,0.202896106,0.005139186,0.558804371
1,1,1,1,1,1,1,1,1,1,1,0.207760439,0.011134904,0.411775349
1,1,1,1,1,1,1,1,1,1,1,0.197778715,0.015203426,0.257436491
1,1,1,1,1,1,1,1,1,1,1,0.161422747,0.015417559,0.121444597
1,1,1,1,1,1,1,1,1,1,1,0.130352875,0.021841542,0.038865166
1,1,1,1,1,1,1,1,1,1,1,0.106677914,0.044539615,0.002569299
1,1,1,1,1,1,1,1,1,1,1,0.090875861,0.086509636,0
1,1,1,1,1,1,1,1,1,1,1,0.084661887,0.10235546,0
1,1,1,1,1,1,1,1,1,1,1,0.08336848,0.05738758,0
1,1,1,1,1,1,1,1,1,1,1,0.080500492,0.069593148,0
1,1,1,1,1,1,1,1,1,1,1,0.091410094,0.058672377,0
1,1,1,1,1,1,1,1,1,1,1,0.099732883,0.079657388,0
1,1,1,1,1,1,1,1,1,1,1,0.097455363,0.111777302,0
1,1,1,1,1,1,1,1,1,1,1,0.095655841,0.154817987,0.00510241
1,1,1,1,1,1,1,1,1,1,1,0.094924786,0.228479657,0.052833466
1,1,1,1,1,1,1,1,1,1,1,0.093518909,0.285224839,0.161250633
1,1,1,1,1,1,1,1,1,1,1,0.089666807,0.272805139,0.316566548
1,1,1,1,1,1,1,1,1,1,1,0.100660762,0.268522484,0.462871825
1,1,1,1,1,1,1,1,1,1,1,0.131618164,0.238115632,0.604834624
1,1,1,1,1,1,1,1,1,1,1,0.165837199,0.232119914,0.709054064
1,1,1,1,1,1,1,1,1,1,1,0.191817798,0.221413276,0.751501773
1,1,1,1,1,1,1,1,1,1,1,0.205932799,0.217130621,0.767786061
1,1,1,1,1,1,1,1,1,1,1,0.221369324,0.227408994,0.727618152
1,1,1,1,1,1,1,1,1,1,1,0.219794742,0.197002141,0.64008106
1,1,1,1,1,1,1,1,1,1,1,0.205651624,0.198501071,0.5324962
1,1,1,1,1,1,1,1,1,1,1,0.190805567,0.207708779,0.415538829
1,1,1,1,1,1,1,1,1,1,1,0.170167299,0.202569593,0.260982847
1,1,1,1,1,1,1,1,1,1,1,0.146604808,0.175588865,0.125750887
1,1,1,1,1,1,1,1,1,1,1,0.111486012,0.168094218,0.037634798
1,1,1,1,1,1,1,1,1,1,1,0.097342893,0.143040685,0.0022798
1,1,1,1,1,1,1,1,1,1,1,0.094727963,0.100428266,0
1,1,1,1,1,1,1,1,1,1,1,0.089723042,0.065738758,0
1,1,1,1,1,1,1,1,1,1,1,0.080388022,0.068308351,0
1,1,1,1,1,1,1,1,1,1,1,0.080106847,0.053319058,0
1,1,1,1,1,1,1,1,1,1,1,0.07231829,0.040256959,0
1,1,1,1,1,1,1,1,1,1,1,0.066413609,0.04732334,0
1,1,1,1,1,1,1,1,1,1,1,0.062167862,0.052462527,0
1,1,1,1,1,1,1,1,1,1,1,0.053001546,0.053747323,0.005210972
1,1,1,1,1,1,1,1,1,1,1,0.049852383,0.05503212,0.05210972
1,1,1,1,1,1,1,1,1,1,1,0.033994095,0.044325482,0.148874575
1,1,1,1,1,1,1,1,1,1,1,0.024771545,0.043683084,0.28606065
1,1,1,1,1,1,1,1,1,1,1,0.02221285,0.060385439,0.434754288
1,1,1,1,1,1,1,1,1,1,1,0.018670041,0.06509636,0.559672867
1,1,1,1,1,1,1,1,1,1,1,0.016026993,0.065310493,0.667257726
1,1,1,1,1,1,1,1,1,1,1,0.014930409,0.07366167,0.748787725
1,1,1,1,1,1,1,1,1,1,1,0.016251933,0.062526767,0.804914236
1,1,1,1,1,1,1,1,1,1,1,0.016195698,0.057173448,0.787182456
1,1,1,1,1,1,1,1,1,1,1,0.015352172,0.052462527,0.709054064
1,1,1,1,1,1,1,1,1,1,1,0.018416983,0.045396146,0.561409857
1,1,1,1,1,1,1,1,1,1,1,0.021931674,0.036830835,0.397047116
1,1,1,1,1,1,1,1,1,1,1,0.027386475,0.027623126,0.226532532
1,1,1,1,1,1,1,1,1,1,1,0.036805848,0.017987152,0.110805529
1,1,1,1,1,1,1,1,1,1,1,0.049711795,0.015845824,0.035282623
1,1,1,1,1,1,1,1,1,1,1,0.079263321,0.010278373,0.002315988
1,1,1,1,1,1,1,1,1,1,1,0.115394348,0.005353319,0
1,1,1,1,1,1,1,1,1,1,1,0.140475186,0.001927195,0
1,1,1,1,1,1,1,1,1,1,1,0.144805286,0.002141328,0
1,1,1,1,1,1,1,1,1,1,1,0.139969071,0.006423983,0
1,1,1,1,1,1,1,1,1,1,1,0.132546042,0.012847966,0
1,1,1,1,1,1,1,1,1,1,1,0.121861381,0.017344754,0
1,1,1,1,1,1,1,1,1,1,1,0.104569099,0.018843683,0
1,1,1,1,1,1,1,1,1,1,1,0.095346549,0.044111349,0.003944416
1,1,1,1,1,1,1,1,1,1,1,0.089694925,0.049250535,0.03437794
1,1,1,1,1,1,1,1,1,1,1,0.068831717,0.048179872,0.097343852
1,1,1,1,1,1,1,1,1,1,1,0.051286377,0.050107066,0.167836723
1,1,1,1,1,1,1,1,1,1,1,0.045803458,0.039614561,0.240862705
1,1,1,1,1,1,1,1,1,1,1,0.050892732,0.023554604,0.325323876
1,1,1,1,1,1,1,1,1,1,1,0.059440461,0.025267666,0.424296157
1,1,1,1,1,1,1,1,1,1,1,0.07220582,0.015417559,0.528768908
1,1,1,1,1,1,1,1,1,1,1,0.086517644,0.008137045,0.579720634
1,1,1,1,1,1,1,1,1,1,1,0.100379587,0.008993576,0.580372006
1,1,1,1,1,1,1,1,1,1,1,0.114354,0.013276231,0.534341753
1,1,1,1,1,1,1,1,1,1,1,0.12596654,0.015417559,0.439531013
1,1,1,1,1,1,1,1,1,1,1,0.124560664,0.01627409,0.317796917
1,1,1,1,1,1,1,1,1,1,1,0.116434697,0.011777302,0.194036332
1,1,1,1,1,1,1,1,1,1,1,0.109152256,0.013276231,0.096004921
1,1,1,1,1,1,1,1,1,1,1,0.09908618,0.019271949,0.030071651
1,1,1,1,1,1,1,1,1,1,1,0.097736539,0.014989293,0.001411305
1,1,1,1,1,1,1,1,1,1,1,0.095290314,0.044111349,0
1,1,1,1,1,1,1,1,1,1,1,0.09908618,0.076017131,0
1,1,1,1,1,1,1,1,1,1,1,0.117053283,0.121841542,0
1,1,1,1,1,1,1,1,1,1,1,0.128609588,0.115203426,0
1,1,1,1,1,1,1,1,1,1,1,0.13906931,0.14261242,0
1,1,1,1,1,1,1,1,1,1,1,0.149135386,0.184582441,0
1,1,1,1,1,1,1,1,1,1,1,0.145929987,0.210278373,0
1,1,1,1,1,1,1,1,1,1,1,0.142499649,0.19143469,0.003401607
1,1,1,1,1,1,1,1,1,1,1,0.14362435,0.164453961,0.035825432
1,1,1,1,1,1,1,1,1,1,1,0.13485168,0.132334047,0.115292755
1,1,1,1,1,1,1,1,1,1,1,0.139575425,0.093147752,0.226279221
1,1,1,1,1,1,1,1,1,1,1,0.161591452,0.087794433,0.357023956
1,1,1,1,1,1,1,1,1,1,1,0.195304372,0.107922912,0.478685677
1,1,1,1,1,1,1,1,1,1,1,0.229973288,0.19143469,0.582543244
1,1,1,1,1,1,1,1,1,1,1,0.238802193,0.301713062,0.658536585
1,1,1,1,1,1,1,1,1,1,1,0.245887811,0.429336188,0.677969168
1,1,1,1,1,1,1,1,1,1,1,0.249402502,0.532976445,0.639863936
1,1,1,1,1,1,1,1,1,1,1,0.254126248,0.569593148,0.566114207
1,1,1,1,1,1,1,1,1,1,1,0.254660481,0.562740899,0.454946805
1,1,1,1,1,1,1,1,1,1,1,0.240151835,0.472805139,0.350293117
1,1,1,1,1,1,1,1,1,1,1,0.20238999,0.377730193,0.225048853
1,1,1,1,1,1,1,1,1,1,1,0.153577956,0.319271949,0.114713758
1,1,1,1,1,1,1,1,1,1,1,0.115563054,0.265524625,0.033943693
1,1,1,1,1,1,1,1,1,1,1,0.10830873,0.226552463,0.00133893
1,1,1,1,1,1,1,1,1,1,1,0.110108252,0.192291221,0
1,1,1,1,1,1,1,1,1,1,1,0.098833122,0.158029979,0
1,1,1,1,1,1,1,1,1,1,1,0.098130184,0.116059957,0
1,1,1,1,1,1,1,1,1,1,1,0.105609447,0.078158458,0
1,1,1,1,1,1,1,1,1,1,1,0.103978631,0.074732334,0
1,1,1,1,1,1,1,1,1,1,1,0.099283003,0.130835118,0
1,1,1,1,1,1,1,1,1,1,1,0.102460284,0.265738758,0
1,1,1,1,1,1,1,1,1,1,1,0.118121749,0.356102784,0.003654918
1,1,1,1,1,1,1,1,1,1,1,0.134992268,0.353104925,0.035463559
1,1,1,1,1,1,1,1,1,1,1,0.137410375,0.395503212,0.097452414
1,1,1,1,1,1,1,1,1,1,1,0.137579081,0.474518201,0.161757256
1,1,1,1,1,1,1,1,1,1,1,0.152903135,0.666595289,0.230440761
1,1,1,1,1,1,1,1,1,1,1,0.169633066,0.788436831,0.278208005
1,1,1,1,1,1,1,1,1,1,1,0.196766484,0.79614561,0.296735905
1,1,1,1,1,1,1,1,1,1,1,0.252186138,0.794218415,0.313888688
1,1,1,1,1,1,1,1,1,1,1,0.302882047,0.774304069,0.32608381
1,1,1,1,1,1,1,1,1,1,1,0.361141572,0.749892934,0.315408555
1,1,1,1,1,1,1,1,1,1,1,0.427414593,0.668094218,0.313924875
1,1,1,1,1,1,1,1,1,1,1,0.487192465,0.659957173,0.31909966
1,1,1,1,1,1,1,1,1,1,1,0.52107409,0.634047109,0.27209235
1,1,1,1,1,1,1,1,1,1,1,0.557795586,0.56359743,0.193421148
1,1,1,1,1,1,1,1,1,1,1,0.580964431,0.562098501,0.094448867
1,1,1,1,1,1,1,1,1,1,1,0.589343456,0.650963597,0.026959543
1,1,1,1,1,1,1,1,1,1,1,0.579052439,0.692077088,0.001628429
1,1,1,1,1,1,1,1,1,1,1,0.553296781,0.696359743,0
1,1,1,1,1,1,1,1,1,1,1,0.54646422,0.722912206,0
1,1,1,1,1,1,1,1,1,1,1,0.526866301,0.708993576,0
1,1,1,1,1,1,1,1,1,1,1,0.483171658,0.700428266,0
1,1,1,1,1,1,1,1,1,1,1,0.429776466,0.649678801,0
1,1,1,1,1,1,1,1,1,1,1,0.388331225,0.606852248,0
1,1,1,1,1,1,1,1,1,1,1,0.343877408,0.5875803,0
1,1,1,1,1,1,1,1,1,1,1,0.308786729,0.549892934,0.004233915
1,1,1,1,1,1,1,1,1,1,1,0.278982145,0.54882227,0.05171166
1,1,1,1,1,1,1,1,1,1,1,0.242204414,0.49379015,0.167511037
1,1,1,1,1,1,1,1,1,1,1,0.233038099,0.452034261,0.339075052
1,1,1,1,1,1,1,1,1,1,1,0.247293688,0.365310493,0.49435478
1,1,1,1,1,1,1,1,1,1,1,0.253507662,0.242398287,0.609177101
1,1,1,1,1,1,1,1,1,1,1,0.232644454,0.184154176,0.7023956
1,1,1,1,1,1,1,1,1,1,1,0.214086883,0.165952891,0.775711081
1,1,1,1,1,1,1,1,1,1,1,0.202558695,0.155888651,0.816457987
1,1,1,1,1,1,1,1,1,1,1,0.187825109,0.144539615,0.819859593
1,1,1,1,1,1,1,1,1,1,1,0.167805427,0.126980728,0.777158573
1,1,1,1,1,1,1,1,1,1,1,0.146829748,0.118843683,0.670225085
1,1,1,1,1,1,1,1,1,1,1,0.122986082,0.102783726,0.515053919
1,1,1,1,1,1,1,1,1,1,1,0.096555602,0.088008565,0.321705146
1,1,1,1,1,1,1,1,1,1,1,0.064276677,0.068522484,0.144170225
1,1,1,1,1,1,1,1,1,1,1,0.041782651,0.065952891,0.041543027
1,1,1,1,1,1,1,1,1,1,1,0.034443976,0.065524625,0.00188174
1,1,1,1,1,1,1,1,1,1,1,0.033965978,0.065310493,0
1,1,1,1,1,1,1,1,1,1,1,0.034387741,0.06745182,0
1,1,1,1,1,1,1,1,1,1,1,0.034106565,0.062955032,0
1,1,1,1,1,1,1,1,1,1,1,0.033150569,0.076231263,0
1,1,1,1,1,1,1,1,1,1,1,0.028904822,0.1,0
1,1,1,1,1,1,1,1,1,1,1,0.02676789,0.121199143,0
1,1,1,1,1,1,1,1,1,1,1,0.028370589,0.163811563,0
1,1,1,1,1,1,1,1,1,1,1,0.033122452,0.217130621,0.004668162
1,1,1,1,1,1,1,1,1,1,1,0.037621257,0.244325482,0.043135268
1,1,1,1,1,1,1,1,1,1,1,0.034753269,0.272376874,0.134544402
1,1,1,1,1,1,1,1,1,1,1,0.024771545,0.278586724,0.27075342
1,1,1,1,1,1,1,1,1,1,1,0.021116266,0.253104925,0.436672215
1,1,1,1,1,1,1,1,1,1,1,0.029467173,0.213704497,0.585112543
1,1,1,1,1,1,1,1,1,1,1,0.036833966,0.153961456,0.643808352
1,1,1,1,1,1,1,1,1,1,1,0.050161676,0.176231263,0.626619382
1,1,1,1,1,1,1,1,1,1,1,0.067257135,0.182869379,0.598827531
1,1,1,1,1,1,1,1,1,1,1,0.086630114,0.17366167,0.546355938
1,1,1,1,1,1,1,1,1,1,1,0.098945593,0.143468951,0.481001665
1,1,1,1,1,1,1,1,1,1,1,0.11024884,0.184582441,0.41727582
1,1,1,1,1,1,1,1,1,1,1,0.13462674,0.189507495,0.308677716
1,1,1,1,1,1,1,1,1,1,1,0.137213553,0.152034261,0.189404357
1,1,1,1,1,1,1,1,1,1,1,0.120118094,0.083940043,0.092096692
1,1,1,1,1,1,1,1,1,1,1,0.114972585,0.049678801,0.02887747
1,1,1,1,1,1,1,1,1,1,1,0.115984817,0.038115632,0.001375118
1,1,1,1,1,1,1,1,1,1,1,0.134289329,0.084796574,0
1,1,1,1,1,1,1,1,1,1,1,0.139969071,0.160171306,0
1,1,1,1,1,1,1,1,1,1,1,0.140756362,0.177301927,0
1,1,1,1,1,1,1,1,1,1,1,0.133502039,0.176017131,0
1,1,1,1,1,1,1,1,1,1,1,0.13040911,0.176231263,0
1,1,1,1,1,1,1,1,1,1,1,0.133473921,0.186295503,0
1,1,1,1,1,1,1,1,1,1,1,0.129509349,0.17366167,0
1,1,1,1,1,1,1,1,1,1,1,0.125235484,0.141970021,0.003401607
1,1,1,1,1,1,1,1,1,1,1,0.112891888,0.110706638,0.041760151
1,1,1,1,1,1,1,1,1,1,1,0.090425981,0.096359743,0.139610625
1,1,1,1,1,1,1,1,1,1,1,0.072768171,0.102569593,0.282007672
1,1,1,1,1,1,1,1,1,1,1,0.065795023,0.085224839,0.422269668
1,1,1,1,1,1,1,1,1,1,1,0.059777872,0.075802998,0.529926902
1,1,1,1,1,1,1,1,1,1,1,0.057022353,0.061884368,0.58782659
1,1,1,1,1,1,1,1,1,1,1,0.061183748,0.053961456,0.60744011
1,1,1,1,1,1,1,1,1,1,1,0.069506537,0.059528908,0.606571615
1,1,1,1,1,1,1,1,1,1,1,0.079347673,0.084154176,0.603314757
1,1,1,1,1,1,1,1,1,1,1,0.087839168,0.094218415,0.555945574
1,1,1,1,1,1,1,1,1,1,1,0.090903979,0.095503212,0.466816241
1,1,1,1,1,1,1,1,1,1,1,0.087304935,0.074518201,0.361257871
1,1,1,1,1,1,1,1,1,1,1,0.073386757,0.061456103,0.239523775
1,1,1,1,1,1,1,1,1,1,1,0.053592015,0.081156317,0.117427806
1,1,1,1,1,1,1,1,1,1,1,0.041838887,0.106423983,0.032821886
1,1,1,1,1,1,1,1,1,1,1,0.036693378,0.110920771,0.001411305
1,1,1,1,1,1,1,1,1,1,1,0.03599044,0.182012848,0
1,1,1,1,1,1,1,1,1,1,1,0.042963588,0.284368308,0
1,1,1,1,1,1,1,1,1,1,1,0.057162941,0.34732334,0
1,1,1,1,1,1,1,1,1,1,1,0.074174048,0.4248394,0
1,1,1,1,1,1,1,1,1,1,1,0.087304935,0.512205567,0
1,1,1,1,1,1,1,1,1,1,1,0.096105722,0.623554604,0
1,1,1,1,1,1,1,1,1,1,1,0.107408969,0.643468951,0
1,1,1,1,1,1,1,1,1,1,1,0.109461549,0.638972163,0.00376348
1,1,1,1,1,1,1,1,1,1,1,0.11924645,0.639614561,0.045342694
1,1,1,1,1,1,1,1,1,1,1,0.121973851,0.627837259,0.149091699
1,1,1,1,1,1,1,1,1,1,1,0.121467735,0.632334047,0.296446407
1,1,1,1,1,1,1,1,1,1,1,0.131983692,0.576017131,0.439422451
1,1,1,1,1,1,1,1,1,1,1,0.150147617,0.488865096,0.541651589
1,1,1,1,1,1,1,1,1,1,1,0.172557289,0.39614561,0.595643048
1,1,1,1,1,1,1,1,1,1,1,0.187318993,0.360813704,0.623145401
1,1,1,1,1,1,1,1,1,1,1,0.198875299,0.344325482,0.62745169
1,1,1,1,1,1,1,1,1,1,1,0.199072121,0.276017131,0.596113483
1,1,1,1,1,1,1,1,1,1,1,0.194292141,0.296359743,0.5279366
1,1,1,1,1,1,1,1,1,1,1,0.197638127,0.307066381,0.433958167
1,1,1,1,1,1,1,1,1,1,1,0.180880079,0.257173448,0.322646016
1,1,1,1,1,1,1,1,1,1,1,0.154983832,0.233404711,0.198270247
1,1,1,1,1,1,1,1,1,1,1,0.137410375,0.211134904,0.091915756
1,1,1,1,1,1,1,1,1,1,1,0.121214677,0.171520343,0.024317869
1,1,1,1,1,1,1,1,1,1,1,0.107465205,0.164882227,0.000723746
1,1,1,1,1,1,1,1,1,1,1,0.109124139,0.150963597,0
1,1,1,1,1,1,1,1,1,1,1,0.110895543,0.182012848,0
1,1,1,1,1,1,1,1,1,1,1,0.102685224,0.204710921,0
1,1,1,1,1,1,1,1,1,1,1,0.097567834,0.256102784,0
1,1,1,1,1,1,1,1,1,1,1,0.091719387,0.291862955,0
1,1,1,1,1,1,1,1,1,1,1,0.092731618,0.327408994,0
1,1,1,1,1,1,1,1,1,1,1,0.087276817,0.332334047,0
1,1,1,1,1,1,1,1,1,1,1,0.080275552,0.325910064,0.002641673
1,1,1,1,1,1,1,1,1,1,1,0.070884296,0.316059957,0.038937541
1,1,1,1,1,1,1,1,1,1,1,0.048530859,0.304925054,0.135449084
1,1,1,1,1,1,1,1,1,1,1,0.040826655,0.27751606,0.285409278
1,1,1,1,1,1,1,1,1,1,1,0.05660059,0.249464668,0.448975899
1,1,1,1,1,1,1,1,1,1,1,0.063264445,0.237044968,0.584171673
1,1,1,1,1,1,1,1,1,1,1,0.07209335,0.22869379,0.670804082
1,1,1,1,1,1,1,1,1,1,1,0.08542106,0.255674518,0.718245639
1,1,1,1,1,1,1,1,1,1,1,0.095796429,0.29614561,0.730223638
1,1,1,1,1,1,1,1,1,1,1,0.106115563,0.300428266,0.703915466
1,1,1,1,1,1,1,1,1,1,1,0.115169408,0.298072805,0.648223203
1,1,1,1,1,1,1,1,1,1,1,0.117475046,0.316702355,0.564377216
1,1,1,1,1,1,1,1,1,1,1,0.109320962,0.285653105,0.439132952
1,1,1,1,1,1,1,1,1,1,1,0.093828202,0.227194861,0.282550481
1,1,1,1,1,1,1,1,1,1,1,0.083452833,0.197430407,0.134725338
1,1,1,1,1,1,1,1,1,1,1,0.069984535,0.152890792,0.035933994
1,1,1,1,1,1,1,1,1,1,1,0.071924645,0.12633833,0.001375118
1,1,1,1,1,1,1,1,1,1,1,0.089694925,0.098929336,0
1,1,1,1,1,1,1,1,1,1,1,0.096330662,0.08372591,0
1,1,1,1,1,1,1,1,1,1,1,0.092815971,0.087794433,0
1,1,1,1,1,1,1,1,1,1,1,0.08975116,0.089507495,0
1,1,1,1,1,1,1,1,1,1,1,0.085505413,0.094218415,0
1,1,1,1,1,1,1,1,1,1,1,0.080809785,0.090792291,0
1,1,1,1,1,1,1,1,1,1,1,0.072880641,0.071092077,0
1,1,1,1,1,1,1,1,1,1,1,0.067566428,0.056531049,0.003365419
1,1,1,1,1,1,1,1,1,1,1,0.063658091,0.043040685,0.04928711
1,1,1,1,1,1,1,1,1,1,1,0.048868269,0.035117773,0.177824419
1,1,1,1,1,1,1,1,1,1,1,0.025755659,0.0248394,0.370123761
1,1,1,1,1,1,1,1,1,1,1,0.018979334,0.020556745,0.57063762
1,1,1,1,1,1,1,1,1,1,1,0.021819204,0.014346895,0.731490193
1,1,1,1,1,1,1,1,1,1,1,0.028005061,0.011563169,0.841065354
1,1,1,1,1,1,1,1,1,1,1,0.028454942,0.00856531,0.894622566
1,1,1,1,1,1,1,1,1,1,1,0.027667651,0.010278373,0.900195411
1,1,1,1,1,1,1,1,1,1,1,0.028623647,0.019057816,0.862560614
1,1,1,1,1,1,1,1,1,1,1,0.031604105,0.018843683,0.787073894
1,1,1,1,1,1,1,1,1,1,1,0.034247153,0.027194861,0.665918796
1,1,1,1,1,1,1,1,1,1,1,0.039870659,0.042826552,0.495621336
1,1,1,1,1,1,1,1,1,1,1,0.049177562,0.061027837,0.304552363
1,1,1,1,1,1,1,1,1,1,1,0.060790103,0.076017131,0.136136643
1,1,1,1,1,1,1,1,1,1,1,0.081147195,0.095074946,0.035933994
1,1,1,1,1,1,1,1,1,1,1,0.144355406,0.117344754,0.001375118
1,1,1,1,1,1,1,1,1,1,1,0.21127513,0.146038544,0
1,1,1,1,1,1,1,1,1,1,1,0.247293688,0.193576017,0
1,1,1,1,1,1,1,1,1,1,1,0.251173907,0.251391863,0
1,1,1,1,1,1,1,1,1,1,1,0.240911008,0.312633833,0
1,1,1,1,1,1,1,1,1,1,1,0.239645719,0.344539615,0
1,1,1,1,1,1,1,1,1,1,1,0.236074793,0.348179872,0
1,1,1,1,1,1,1,1,1,1,1,0.230816814,0.315845824,0
1,1,1,1,1,1,1,1,1,1,1,0.22665542,0.315417559,0.003003546
1,1,1,1,1,1,1,1,1,1,1,0.204639393,0.346466809,0.047332996
1,1,1,1,1,1,1,1,1,1,1,0.153015605,0.40856531,0.175146559
1,1,1,1,1,1,1,1,1,1,1,0.102938282,0.488650964,0.370087573
1,1,1,1,1,1,1,1,1,1,1,0.089919865,0.548608137,0.574509662
1,1,1,1,1,1,1,1,1,1,1,0.093350204,0.616059957,0.748896287
1,1,1,1,1,1,1,1,1,1,1,0.120821032,0.666381156,0.870847507
1,1,1,1,1,1,1,1,1,1,1,0.161000984,0.680513919,0.929181443
1,1,1,1,1,1,1,1,1,1,1,0.176746802,0.586723769,0.925526525
1,1,1,1,1,1,1,1,1,1,1,0.183354421,0.582441113,0.866794528
1,1,1,1,1,1,1,1,1,1,1,0.19316744,0.541755889,0.757110806
1,1,1,1,1,1,1,1,1,1,1,0.192380149,0.58993576,0.607584859
1,1,1,1,1,1,1,1,1,1,1,0.197638127,0.574732334,0.428964319
1,1,1,1,1,1,1,1,1,1,1,0.205089273,0.611349036,0.242418759
1,1,1,1,1,1,1,1,1,1,1,0.211978068,0.71006424,0.104291814
1,1,1,1,1,1,1,1,1,1,1,0.247546745,0.719057816,0.027502352
1,1,1,1,1,1,1,1,1,1,1,0.293265851,0.719057816,0.001121806
1,1,1,1,1,1,1,1,1,1,1,0.310979896,0.720342612,0
1,1,1,1,1,1,1,1,1,1,1,0.290482216,0.716059957,0
1,1,1,1,1,1,1,1,1,1,1,0.248812034,0.691220557,0
1,1,1,1,1,1,1,1,1,1,1,0.197553775,0.650963597,0
1,1,1,1,1,1,1,1,1,1,1,0.164093913,0.635117773,0
1,1,1,1,1,1,1,1,1,1,1,0.14817939,0.623126338,0
1,1,1,1,1,1,1,1,1,1,1,0.160157458,0.51391863,0
1,1,1,1,1,1,1,1,1,1,1,0.168170955,0.283297645,0.002171238
1,1,1,1,1,1,1,1,1,1,1,0.160129341,0.165524625,0.033292321
1,1,1,1,1,1,1,1,1,1,1,0.142808941,0.120770878,0.109032351
1,1,1,1,1,1,1,1,1,1,1,0.127709827,0.184796574,0.234566114
1,1,1,1,1,1,1,1,1,1,1,0.101391818,0.236188437,0.368640081
1,1,1,1,1,1,1,1,1,1,1,0.098270772,0.214989293,0.455706738
1,1,1,1,1,1,1,1,1,1,1,0.115225643,0.19764454,0.518853586
